arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0021135,21/05/2026,mandi036,Cotton,Hybrid,45367,kg,6
ARR0013140,3/13/2026,MANDI039,धान,Premium,38517,KGS,85
ARR0024298,7/11/2026,mandi_057,Sarso,PBW-343,37.799,T,92
ARR0004769,6/11/2026,MANDI035,Corn,Premium,257.42 qtl,,71
ARR0004282,2/16/2026,mandi_056,mustard,Pusa-1121,284.54,Qtl,86
ARR0007200,12/3/2026,M043,mustard,,5.143,Tonnes,122
ARR0020475,28/07/2026,MANDI012,sugarcane,Local,89.68,qtl,129
ARR0004534,29/07/2026,mandi023,Mustard,PBW-343,157.56,quintal,12
ARR0023562,28.08.2026,MANDI019,Makka,Hybrid,370.14 qtl,,138
ARR0014298,06.05.2026,MANDI046,paddy,Local,446.47 qtl,,102
ARR0007531,2/3/2026,MANDI051,Cotton,Pusa-1121,12185,KG,67
ARR0014783,8/22/2026,MANDI039,Ganne,PBW-343,397.44,Quintals,142
ARR0007041,18/01/2026,M052,cotton,Pusa-1121,23782,Kgs,33
ARR0008470,4/2/2026,MANDI014,मक्का,Premium,6974,KGS,NA
ARR0003662,17-Apr-26,MANDI046,सरसों,PBW-343,43.589,Tonnes,79
ARR0017009,5/10/2026,M036,धान,Hybrid,484.56,Q,36
ARR0008353,22.02.2026,MANDI023,Kanak,HD-2967,125.17,qtl,42
ARR0005427,7/5/2026,mandi045,corn,Local,497.85,Q,111
ARR0002380,1/30/2026,MANDI007,Sarso,,33226,kg,150
ARR0016246,3/1/2026,MANDI016,Sugarcane,Premium,32.004,tonnes,19
ARR0021064,6/15/2026,MANDI013,सरसों,Premium,371.44,Qtl,22
ARR0000683,2/5/2026,M005,Sarso,Hybrid,44169,Kgs,115
ARR0000112,22/06/2026,23,Wheat,Pusa-1121,29122,KGS,137
ARR0023594,16-Jun-26,mandi011,गेहूं,,25682,kg,146
ARR0008343,8/6/2026,MANDI029,mustard,Hybrid,16.165,Tonnes,6
ARR0007325,7/5/2026,M020,धान,HD-2967,35.6,qtl,NA
ARR0018713,5-Apr-26,mandi_049,सरसों,Local,123.41,quintal,114
ARR0015511,19.04.2026,mandi036,Sugarcane,,17.647,Tonnes,129
ARR0003412,8-May-26,MANDI005,Wheat,Premium,40733,KGS,NA
ARR0014444,7/18/2026,M003,Narma,,13492,KG,97
ARR0003978,5/24/2026,mandi016,Kapas,Local,34092,Kilo,45
ARR0020049,4/6/2026,mandi031,Maize,Pusa-1121,15460,Kilo,9
ARR0023166,5/24/2026,MANDI045,कपास,Hybrid,"49,865.0 KG",,99
ARR0007394,8/27/2026,MANDI-019,Gehun,Pusa-1121,8271,kg,55
ARR0018328,4/10/2026,MANDI-039,corn,HD-2967,345.46,Qtl,NA
,8/9/2026,MANDI005,Dhaan,HD-2967,140.06,Quintals,72
ARR0012789,4/16/2026,MANDI045,Mustard,PBW-343,38.677,T,118
ARR0012826,16-Mar-26,MANDI057,गेहूं,Premium,262.34 qtl,,51
ARR0004316,11/6/2026,mandi008,Sugarcane,Local,39938,Kilo,NA
ARR0013395,22-Apr-26,MANDI042,Ganna,Hybrid,4.063,MT,5
ARR0011964,7/8/2026,MANDI016,Mustard,HD-2967,173.08 qtl,,124
ARR0015001,8/18/2026,mandi_050,Gehun,PBW-343,24.8,qtl,24
ARR0010944,15/08/2026,MANDI020,sugarcane,,5193,Kilo,67
ARR0002662,6/6/2026,mandi_045,Cotton,Local,20.463,tonnes,86
ARR0018596,5/8/2026,MANDI010,Narma,HD-2967,36.934,tonnes,109
ARR0005703,1/26/2026,MANDI028,Rice,,16029,KGS,NA
ARR0010423,3/15/2026,M029,Ganna,Hybrid,42666,kg,38
ARR0007021,8/16/2026,MANDI004,Ganna,Local,483.51,Qtl,144
ARR0019376,15/06/2026,MANDI018,सरसों,Pusa-1121,480.41,quintal,15
ARR0016516,1/4/2026,MANDI029,गेहूं,Hybrid,92.05,Qtl,91
ARR0003789,2/1/2026,mandi_028,Makka,PBW-343,250.14,qtl,57
ARR0011063,29.04.2026,MANDI009,mustard,,33313,KGS,129
ARR0020661,22.08.2026,M046,Basmati,Pusa-1121,455.28,Quintals,60
ARR0009469,16.03.2026,M043,GEHUN,Hybrid,46248,KGS,148
ARR0021341,19/07/2026,mandi008,Dhaan,PBW-343,5.377,tonnes,51
ARR0006260,09.09.2026,MANDI046,Maize,Local,11.046,Tonnes,141
ARR0012325,18/03/2026,MANDI-032,Gehun,HD-2967,326.01,quintal,96
ARR0007600,1/9/2026,MANDI-033,Cotton,,30202,kg,134
ARR0014559,21/04/2026,47,Kanak,Premium,457.42,Qtl,102
ARR0018903,6/3/2026,M056,Gehun,Premium,20929,Kilo,70
ARR0005943,3/27/2026,MANDI-041,Makka,PBW-343,13.572,tonnes,NA
ARR0022598,9/4/2026,39,GEHUN,Local,4681,kg,43
ARR0013816,11-Mar-26,mandi039,Sarso,Local,"19,203.0 KG",,98
ARR0020212,7/6/2026,MANDI-007,सरसों,PBW-343,36.36,T,121
ARR0016537,8/5/2026,mandi_009,Paddy,Premium,271.05,Q,34
ARR0000649,7/26/2026,27,Corn,Pusa-1121,12.53,Qtl,24
ARR0016001,7/24/2026,mandi_050,sugarcane,Local,36915,Kgs,108
ARR0016398,7/29/2026,MANDI048,Mustard,Premium,21.545,tonnes,60
ARR0007335,27/07/2026,MANDI-030,Kanak,,24966,KG,130
ARR0015560,7/22/2026,mandi056,sugarcane,Local,38.682,tonnes,NA
ARR0016162,8/30/2026,MANDI-050,गेहूं,Hybrid,195.81,quintal,142
ARR0006221,26/02/2026,mandi036,GEHUN,HD-2967,28361,Kilo,115
ARR0018337,2/23/2026,MANDI-007,धान,Hybrid,40625,KG,NA
ARR0015263,15-Jan-26,mandi043,Corn,Premium,22180,KGS,58
ARR0022826,5/6/2026,MANDI034,Sugarcane,Hybrid,37.138,tonnes,30
ARR0011841,8/1/2026,MANDI033,Paddy,PBW-343,45148,KGS,NA
ARR0003652,1/31/2026,M055,cotton,PBW-343,1729,Kilo,92
,14-Aug-26,M015,Maize,,138.31,Quintals,81
ARR0007412,9/1/2026,MANDI-029,Wheat,Pusa-1121,480.98 qtl,,41
ARR0003685,6/26/2026,MANDI016,सरसों,PBW-343,15901,KGS,127
ARR0021164,11-Aug-26,MANDI043,Narma,Local,434.86,quintal,51
ARR0019245,4/2/2026,mandi_010,कपास,Pusa-1121,87.64 qtl,,51
ARR0002482,30-Jul-26,M008,Gehun,Pusa-1121,426.4,qtl,147
ARR0017180,8/6/2026,mandi_034,wheat,PBW-343,10.188,MT,62
ARR0018198,2/25/2026,MANDI-019,Sarso,Local,46422,kg,60
ARR0006904,7/15/2026,MANDI043,Sarson,PBW-343,43184,Kilo,27
ARR0016526,6/22/2026,MANDI050,Cotton,Premium,302.6,Q,NA
ARR0012177,15.03.2026,M043,Ganne,Premium,2.049,T,19
ARR0007533,6/28/2026,MANDI006,Sarson,PBW-343,43789,KG,77
ARR0012588,4/5/2026,MANDI-056,गन्ना,HD-2967,385.37,Quintals,NA
ARR0009048,5/12/2026,MANDI034,Kapas,Hybrid,368.51 qtl,,95
ARR0020178,23/07/2026,mandi_043,गेहूं,Pusa-1121,2535,Kilo,112
ARR0015506,7/20/2026,MANDI050,गन्ना,Pusa-1121,235.8,qtl,NA
ARR0001603,26.05.2026,MANDI002,Corn,Pusa-1121,"41,535.0 KG",,118
ARR0023623,7/2/2026,MANDI045,Ganne,Premium,43.823,tonnes,23
ARR0013657,13-Jun-26,MANDI043,mustard,,"38,550.0 KG",,132
ARR0003476,9/3/2026,MANDI015,Sarso,Premium,53.05,qtl,NA
ARR0022179,19/03/2026,MANDI001,Wheat,Hybrid,39.986,MT,44
ARR0011387,4/9/2026,MANDI035,Maize,HD-2967,297.87,Quintals,NA
ARR0013784,30-Apr-26,MANDI017,Rice,,7.056,T,NA
ARR0020503,29-Aug-26,MANDI019,Kapas,Premium,123.3,Qtl,28
ARR0024083,8/15/2026,MANDI023,Narma,Pusa-1121,"44,154.0 KG",,73
ARR0003353,18.03.2026,mandi012,Ganne,Pusa-1121,195.75 qtl,,26
ARR0007122,3/13/2026,M019,mustard,Local,3.807,tonnes,75
ARR0014333,4/3/2026,mandi_034,Chawal,Premium,5054,KG,123
ARR0016633,29/08/2026,MANDI033,Sarso,Pusa-1121,33463,Kilo,78
ARR0012951,5/14/2026,M024,Cotton,PBW-343,496.79,Quintals,104
ARR0020276,12.02.2026,12,Ganna,Pusa-1121,407.97,Quintals,45
ARR0022998,2/21/2026,6,Ganne,,1678,KG,92
ARR0007069,4/29/2026,2,चावल,Local,3.579,tonnes,47
ARR0019448,11-Feb-26,MANDI004,Sarso,Premium,333.78,quintal,77
ARR0022567,12-Apr-26,MANDI-020,Corn,,147.36 qtl,,98
ARR0012257,5/7/2026,MANDI-010,Narma,Hybrid,257.61,Qtl,35
ARR0018887,16.05.2026,MANDI002,Makka,,7.418,MT,107
ARR0015845,9/6/2026,M026,Makki,Local,"44,285.0 KG",,99
ARR0008823,6/18/2026,MANDI-021,Sugarcane,Local,98.93,Q,22
ARR0008500,11-Jan-26,MANDI005,Kanak,Pusa-1121,13.4,MT,95
ARR0018837,3/27/2026,MANDI-044,Makki,,215.87 qtl,,145
ARR0000085,8/8/2026,MANDI003,Sarson,,49340,Kgs,19
ARR0017159,01.03.2026,9,सरसों,Pusa-1121,121.68,Quintals,110
ARR0003852,9/1/2026,mandi_003,कपास,Premium,6.324,T,5
ARR0011608,3-Jan-26,MANDI020,GEHUN,Hybrid,-294.5,KG,98
ARR0013326,13.08.2026,MANDI049,धान,Hybrid,77.89,Quintals,121
ARR0013189,5/2/2026,mandi_001,Sarson,PBW-343,32104,Kilo,66
ARR0003608,20/04/2026,MANDI032,कपास,Premium,16065,Kilo,52
ARR0020494,2/18/2026,MANDI-022,cotton,PBW-343,39.803,Tonnes,45
ARR0006154,4/22/2026,mandi024,Maize,Pusa-1121,324.99,Qtl,19
ARR0023315,5/14/2026,MANDI-056,wheat,PBW-343,402.22,Q,NA
ARR0001321,25-Jun-26,M051,Ganna,Premium,27.11,MT,59
ARR0018568,26/02/2026,M050,wheat,,130.4,Q,31
ARR0018795,4/4/2026,MANDI022,Basmati,PBW-343,49854,KGS,18
ARR0011228,8/8/2026,MANDI008,Maize,PBW-343,151.65,Qtl,NA
ARR0005381,30/08/2026,MANDI021,mustard,PBW-343,47.976,T,64
ARR0005818,10-Mar-26,M039,corn,HD-2967,315.23,quintal,120
ARR0010916,17.08.2026,MANDI010,कपास,PBW-343,32326,Kgs,102
ARR0022467,17.03.2026,MANDI008,Paddy,Premium,69.39,Quintals,145
ARR0006116,5/18/2026,MANDI020,mustard,,24.834,MT,56
ARR0021505,20.08.2026,MANDI054,Cotton,Local,220.35,Qtl,98
ARR0008361,5/19/2026,MANDI040,Dhaan,Hybrid,87.51 qtl,,74
ARR0010564,7/3/2026,mandi_043,Chawal,PBW-343,12881,kg,36
ARR0011996,5/22/2026,MANDI006,सरसों,Hybrid,463.38 qtl,,NA
ARR0001144,3/7/2026,MANDI057,Corn,Local,104.09,Q,83
ARR0008487,21.04.2026,MANDI001,mustard,PBW-343,35.34 qtl,,NA
ARR0000552,1/26/2026,mandi052,Makki,PBW-343,66.09,Q,73
ARR0012112,2/4/2026,3,Paddy,HD-2967,110.81,quintal,12
ARR0019729,4/6/2026,MANDI-035,cotton,,43357,KG,43
ARR0008591,17.01.2026,MANDI046,Makki,Hybrid,367.92,Q,146
ARR0021917,8/23/2026,mandi_033,Mustard,Premium,339.01,Q,74
ARR0002804,23.07.2026,MANDI-035,mustard,Premium,306.43,Quintals,54
ARR0018789,19-May-26,MANDI003,Sarson,Hybrid,178.71,Qtl,NA
ARR0000150,22-Jan-26,MANDI017,Rice,HD-2967,26149,KG,5
ARR0003070,6/23/2026,mandi_025,Rice,Hybrid,"11,546.0 KG",,33
ARR0008685,5/27/2026,mandi_009,Ganna,Local,383.55 qtl,,70
ARR0000095,22/06/2026,2,Makka,,378.67 qtl,,117
ARR0007626,4/3/2026,mandi044,Maize,Pusa-1121,39.419,Tonnes,73
ARR0015275,3/18/2026,M027,Makka,,265.38,quintal,28
ARR0018464,10/6/2026,MANDI030,Ganne,Premium,"17,210.0 KG",,27
ARR0000915,5/20/2026,mandi025,mustard,Premium,423.72,Qtl,117
ARR0002120,1/23/2026,MANDI-026,Paddy,,33.283,MT,87
ARR0010193,4/12/2026,28,कपास,Pusa-1121,182.51,Q,49
ARR0019078,6/14/2026,MANDI-026,Cotton,Local,273.56,Qtl,88
ARR0014534,28/01/2026,M028,सरसों,Hybrid,173.04 qtl,,144
ARR0018618,3/26/2026,MANDI048,Mustard,Premium,427.4,Quintals,56
ARR0001497,29.06.2026,MANDI042,Corn,Local,48.711,T,64
ARR0024552,5/4/2026,MANDI-011,कपास,Hybrid,7.373,tonnes,49
ARR0009998,24.06.2026,mandi033,Ganne,Local,162.24,Q,106
ARR0021552,5/26/2026,MANDI-010,Mustard,Local,4662,KG,80
ARR0004886,1/16/2026,MANDI-057,कपास,Pusa-1121,274.39 qtl,,30
ARR0022609,4/14/2026,mandi_050,Sarso,Local,28065,Kgs,22
ARR0014225,25/02/2026,MANDI-050,mustard,Local,194.54,Quintals,103
ARR0013166,2-Feb-26,MANDI034,Makka,Premium,154.37,Quintals,103
ARR0007874,12.03.2026,mandi012,Sugarcane,Premium,31815,kg,NA
ARR0024713,8/6/2026,MANDI002,WHEAT,Hybrid,"6,470.999999999999 KG",,36
ARR0012544,2/27/2026,MANDI010,चावल,Pusa-1121,18.646,MT,36
ARR0017277,21/01/2026,M022,गन्ना,Pusa-1121,33.042,T,96
ARR0015778,17-Mar-26,MANDI-003,mustard,Pusa-1121,409.58,Quintals,86
ARR0014960,8/7/2026,mandi049,चावल,HD-2967,354.19,quintal,134
ARR0017647,5/9/2026,MANDI-020,wheat,Pusa-1121,132.26,Quintals,140
ARR0010799,8/9/2026,MANDI021,मक्का,Premium,198.62 qtl,,59
ARR0004902,5-Jul-26,MANDI-040,कपास,Premium,21.44,Quintals,100
ARR0013191,23-Aug-26,MANDI-035,Ganna,Premium,28.404,MT,NA
ARR0011125,7-Feb-26,MANDI007,Ganne,Local,246.06 qtl,,130
ARR0011763,16.04.2026,M012,Rice,Premium,292.92,Qtl,148
ARR0017148,21.02.2026,MANDI041,Mustard,PBW-343,114.06,quintal,101
ARR0015406,28/02/2026,mandi_008,Sarso,HD-2967,366.5,quintal,68
ARR0007285,3/23/2026,mandi_002,Maize,Pusa-1121,5893,KGS,NA
ARR0005569,5/9/2026,MANDI043,गेहूं,,31.796,tonnes,101
ARR0001968,5/9/2026,MANDI043,Makka,Premium,43239,Kgs,22
ARR0020036,2/22/2026,MANDI-017,wheat,Local,247.65,qtl,41
ARR0009377,4/9/2026,mandi_009,GEHUN,Local,16.95,Qtl,127
ARR0010053,13-Aug-26,mandi034,Sugarcane,Premium,13.22,quintal,20
ARR0004725,5/4/2026,MANDI-001,sugarcane,,32.953,MT,NA
ARR0001635,17/01/2026,mandi_025,Makka,Premium,"15,766.999999999998 KG",,38
ARR0010377,22-Jun-26,MANDI024,गेहूं,Hybrid,9.473,tonnes,14
ARR0007403,21/04/2026,MANDI053,Rice,Local,53.24,Quintals,62
ARR0017012,7/28/2026,MANDI001,Rice,,14.902,T,94
ARR0009810,6/11/2026,M048,Kanak,Hybrid,42986,Kgs,NA
ARR0015354,7/4/2026,MANDI019,Sarson,Hybrid,-158.33,Qtl,134
ARR0015365,20.03.2026,10,मक्का,PBW-343,468.38 qtl,,100
ARR0009672,6/5/2026,MANDI025,Ganna,HD-2967,"39,159.0 KG",,NA
ARR0000623,24-Jul-26,mandi_028,Ganne,Pusa-1121,283.89 qtl,,130
ARR0006247,7/30/2026,MANDI003,धान,Hybrid,362.19 qtl,,20
ARR0000927,7/2/2026,MANDI011,GEHUN,,71.93,quintal,104
ARR0009691,02.08.2026,MANDI022,Cotton,Premium,282.76,Q,NA
ARR0013216,5/17/2026,mandi008,mustard,Hybrid,23.013,tonnes,NA
ARR0016004,23-Mar-26,mandi_003,Kapas,Premium,-189.34,Qtl,18
ARR0022182,5/2/2026,MANDI003,Ganna,PBW-343,59.34,quintal,149
ARR0003844,10-Jun-26,mandi005,Gehun,Hybrid,16.81,Quintals,109
ARR0017278,8/1/2026,MANDI-010,Rice,Hybrid,53.92,qtl,11
ARR0001333,13/08/2026,MANDI016,mustard,PBW-343,3.052,MT,95
ARR0009225,7/26/2026,40,Corn,HD-2967,"42,818.0 KG",,90
ARR0005150,28/01/2026,MANDI015,धान,HD-2967,31220,Kilo,128
ARR0024822,29.08.2026,mandi038,wheat,Hybrid,283.75,qtl,NA
ARR0002689,03.07.2026,34,Wheat,Pusa-1121,17.741,Tonnes,76
ARR0001715,8/22/2026,mandi032,Cotton,Premium,46881,Kilo,127
ARR0019380,3/31/2026,MANDI052,Makka,Local,189.57 qtl,,15
ARR0024462,2/8/2026,MANDI-006,corn,Hybrid,30.387,Tonnes,137
ARR0002060,12-May-26,MANDI011,Dhaan,HD-2967,85.51,quintal,NA
ARR0010105,19/02/2026,MANDI002,paddy,Local,44703,KGS,132
ARR0015522,7/15/2026,MANDI017,कपास,Premium,59.71,quintal,125
ARR0008524,20/03/2026,M046,धान,PBW-343,406.18,quintal,28
ARR0003856,14-Mar-26,M011,Ganna,Pusa-1121,8794,KG,102
ARR0022384,30/05/2026,mandi037,GEHUN,PBW-343,5087,kg,78
ARR0008123,03.04.2026,M053,Sugarcane,Hybrid,356.86,quintal,NA
ARR0007519,4/6/2026,mandi014,धान,,15999,KGS,142
ARR0017384,3/3/2026,MANDI047,corn,HD-2967,6924,kg,58
ARR0008509,6/12/2026,mandi_007,WHEAT,HD-2967,238.14,Quintals,83
ARR0007581,21.06.2026,MANDI035,गेहूं,Pusa-1121,18.743,T,32
ARR0019089,8/16/2026,48,WHEAT,HD-2967,33606,kg,84
ARR0018308,1/25/2026,MANDI029,Narma,Pusa-1121,248.32 qtl,,50
ARR0007846,7/8/2026,mandi057,Cotton,Premium,300.34,qtl,121
ARR0015485,3/9/2026,mandi041,Chawal,Premium,211.52,Qtl,NA
ARR0024464,3/30/2026,mandi_053,Ganna,Pusa-1121,208.5 qtl,,102
ARR0002819,9/7/2026,MANDI-040,Dhaan,HD-2967,210.85,quintal,20
ARR0006869,3/8/2026,MANDI043,गेहूं,PBW-343,465.37,quintal,11
ARR0000951,3/17/2026,MANDI015,Ganne,Hybrid,431.06 qtl,,NA
ARR0005363,5/31/2026,mandi_031,cotton,HD-2967,226.57,qtl,144
ARR0010958,1/18/2026,mandi003,सरसों,,301.76,quintal,71
ARR0017467,8/26/2026,MANDI046,Kanak,HD-2967,309.96,Q,87
ARR0019353,31/05/2026,MANDI053,कपास,,377.82 qtl,,131
ARR0010297,5/24/2026,MANDI005,चावल,Hybrid,5945,KGS,72
ARR0013910,07.07.2026,M055,WHEAT,Pusa-1121,380.5,qtl,117
ARR0019151,9/2/2026,MANDI012,WHEAT,,23.766,MT,NA
ARR0017842,04.02.2026,mandi_002,Makka,Hybrid,"38,073.0 KG",,105
ARR0006386,1/3/2026,M009,Sarson,Local,13.32 qtl,,124
ARR0012386,3/16/2026,MANDI022,Sarso,PBW-343,29.889,MT,65
ARR0001640,3/28/2026,M054,गन्ना,Pusa-1121,"19,178.0 KG",,13
ARR0005201,7/18/2026,mandi_016,मक्का,,36.651,T,52
ARR0011867,21.01.2026,MANDI010,Chawal,PBW-343,46.21,tonnes,54
ARR0018701,6/7/2026,M038,mustard,,8.216,tonnes,134
,7/13/2026,MANDI011,Kanak,Premium,335.33,Q,109
ARR0016888,6/1/2026,mandi_005,Ganna,HD-2967,157.92,qtl,NA
ARR0014995,7/5/2026,MANDI047,sugarcane,Hybrid,18269,Kgs,138
ARR0007305,21.03.2026,MANDI035,corn,PBW-343,-137.17,KG,45
ARR0019464,6-Jan-26,MANDI052,Gehun,HD-2967,"1,358.0 KG",,22
,8/8/2026,MANDI-005,सरसों,Premium,417.79 qtl,,77
ARR0012548,26-Jan-26,M053,Ganne,,38835,kg,93
ARR0017618,25/03/2026,M004,Ganna,Local,"2,637.0 KG",,136
ARR0007317,2/28/2026,MANDI053,Kapas,Pusa-1121,35.829,T,95
ARR0001966,24-Feb-26,MANDI037,Basmati,PBW-343,126.77,Q,49
ARR0014653,7/24/2026,M023,wheat,HD-2967,32791,KGS,NA
ARR0022379,8/31/2026,MANDI032,गेहूं,Pusa-1121,20.331,MT,73
ARR0022861,11-Apr-26,MANDI049,Paddy,Pusa-1121,486.78,Qtl,74
ARR0016409,1/3/2026,32,paddy,Local,46.807,Tonnes,62
ARR0002026,6/1/2026,MANDI006,Cotton,Premium,456.09,quintal,96
,15/06/2026,22,Maize,Local,22.536,T,118
ARR0010492,7/25/2026,MANDI030,WHEAT,Local,34203,kg,78
ARR0014379,1/5/2026,MANDI018,Sugarcane,HD-2967,37.36,Quintals,63
ARR0004964,3/23/2026,mandi_050,मक्का,Hybrid,154.67 qtl,,93
ARR0004128,8-Sep-26,MANDI036,Cotton,Hybrid,317.27,quintal,71
ARR0022953,29/06/2026,MANDI-047,Kapas,Premium,-423.78,Qtl,106
ARR0007682,1/14/2026,mandi011,Makki,HD-2967,31418,Kgs,23
ARR0016395,6/1/2026,MANDI055,Ganna,HD-2967,-396.21,KG,144
ARR0002929,8/19/2026,MANDI032,Chawal,PBW-343,5.197,Tonnes,NA
ARR0019977,5/30/2026,MANDI032,Ganne,Local,45524,Kilo,149
ARR0001791,6/28/2026,MANDI048,Dhaan,Pusa-1121,-203.18,KG,44
ARR0006955,6/26/2026,MANDI002,cotton,Hybrid,68.83,qtl,NA
ARR0019944,17.08.2026,MANDI018,Cotton,PBW-343,352.5 qtl,,19
ARR0013672,24-Jul-26,MANDI-012,Ganna,Premium,"13,807.0 KG",,9
ARR0024612,27/02/2026,MANDI036,Dhaan,,22.639,T,99
ARR0007027,4/12/2026,MANDI014,Cotton,HD-2967,469.21 qtl,,72
ARR0012006,7/15/2026,mandi_053,sugarcane,Premium,380.75,Q,35
ARR0006708,07.06.2026,MANDI049,mustard,Premium,484.26 qtl,,28
ARR0015296,2/15/2026,MANDI027,wheat,HD-2967,77.81,Quintals,57
ARR0024251,27/05/2026,mandi_043,Kanak,Hybrid,-357.73,Qtl,115
ARR0001594,24.03.2026,mandi_024,Wheat,Local,23187,KGS,36
ARR0004384,21/06/2026,MANDI020,कपास,Local,15.775,MT,130
ARR0007528,30-Aug-26,MANDI010,Basmati,Pusa-1121,21028,Kilo,150
ARR0000701,02.09.2026,mandi001,wheat,Local,436.23,qtl,145
,8/21/2026,MANDI-012,Dhaan,HD-2967,"34,540.0 KG",,90
ARR0013094,5/23/2026,MANDI008,Ganna,Local,30.91,MT,111
ARR0014993,8/3/2026,M049,Makka,HD-2967,"28,802.0 KG",,116
ARR0004030,22/06/2026,mandi_013,कपास,PBW-343,6128,KG,110
ARR0017814,17.01.2026,MANDI056,wheat,,37904,kg,34
ARR0000765,4/7/2026,MANDI048,cotton,Pusa-1121,10.722,Tonnes,63
ARR0014019,17-Jan-26,mandi_045,कपास,Hybrid,225.82 qtl,,88
ARR0018826,7/15/2026,MANDI050,कपास,Hybrid,43.688,tonnes,90
ARR0004343,1/9/2026,MANDI057,cotton,PBW-343,41.193,tonnes,20
ARR0000759,17.06.2026,MANDI056,Chawal,Hybrid,5152,kg,100
ARR0023150,8/14/2026,MANDI043,sugarcane,Pusa-1121,182.65,Q,82
ARR0006599,25.05.2026,MANDI055,corn,PBW-343,425.66,Q,19
ARR0005552,04.02.2026,MANDI022,WHEAT,HD-2967,15247,KG,138
ARR0019467,3/20/2026,mandi_027,Mustard,,99.63,Qtl,112
ARR0000039,8/12/2026,MANDI030,GEHUN,Pusa-1121,49.979,T,76
ARR0003614,26/08/2026,MANDI004,Wheat,Premium,288,Quintals,110
ARR0009648,3/4/2026,MANDI049,गेहूं,PBW-343,49186,Kilo,149
ARR0017671,1/7/2026,mandi_022,Paddy,Pusa-1121,46.772,tonnes,54
ARR0020699,23/02/2026,M022,WHEAT,PBW-343,-390.33,Qtl,NA
ARR0005275,9-Jul-26,MANDI032,मक्का,PBW-343,363.61,Quintals,9
ARR0013513,3/6/2026,M008,Gehun,Hybrid,18650,Kgs,149
ARR0007204,1/22/2026,mandi_013,sugarcane,PBW-343,106.58,quintal,49
ARR0002895,3/11/2026,mandi052,wheat,HD-2967,"23,980.0 KG",,NA
ARR0005047,3/30/2026,M026,गेहूं,Hybrid,"31,785.000000000004 KG",,NA
ARR0016866,25/06/2026,MANDI048,corn,,9738,KGS,55
ARR0018080,19.04.2026,mandi032,Kapas,Local,29.39,qtl,NA
ARR0010962,5-Aug-26,M008,Mustard,HD-2967,12055,KGS,131
ARR0009246,23/02/2026,44,sugarcane,HD-2967,34543,Kgs,27
ARR0022147,1/6/2026,MANDI-022,Makka,Local,16280,KGS,NA
ARR0011108,2/6/2026,MANDI052,कपास,Premium,183.94,qtl,20
ARR0008699,2/19/2026,MANDI021,Gehun,,3725,KG,74
ARR0010373,5/29/2026,MANDI003,सरसों,,262.92,qtl,13
ARR0021457,4/8/2026,MANDI026,cotton,HD-2967,"25,754.000000000004 KG",,76
ARR0007573,20-Jun-26,M042,Makki,HD-2967,15.56,Tonnes,18
ARR0006302,9/1/2026,MANDI007,Sarson,Premium,-147.33,KG,136
ARR0002808,22/05/2026,M009,cotton,PBW-343,25.263,Tonnes,63
ARR0019593,2/11/2026,mandi_040,Kapas,Premium,28.762,T,146
ARR0015913,7/22/2026,MANDI021,Paddy,PBW-343,19005,kg,27
ARR0008497,24.02.2026,mandi_036,Mustard,Pusa-1121,-401.22,Qtl,72
ARR0013308,28/01/2026,MANDI-016,Kapas,,24.997,MT,NA
ARR0024850,19.01.2026,44,सरसों,Hybrid,379.18,Q,90
ARR0011636,20/05/2026,mandi_037,Chawal,Premium,24837,kg,143
ARR0009179,20/01/2026,41,sugarcane,PBW-343,72.03 qtl,,141
ARR0024493,21/03/2026,M048,Narma,Pusa-1121,466.94,Quintals,NA
ARR0024180,2/13/2026,mandi_025,sugarcane,Pusa-1121,188.77,Qtl,33
ARR0017490,6/1/2026,MANDI028,Sarson,PBW-343,2454,Kilo,55
ARR0000253,31.08.2026,MANDI-045,Cotton,Premium,107.84,qtl,125
ARR0016091,03.07.2026,M032,Sugarcane,Local,3.192,Tonnes,22
ARR0005083,1/15/2026,MANDI-002,Makki,Hybrid,22.969,MT,107
ARR0000512,4/1/2026,MANDI-015,sugarcane,,32589,Kgs,122
ARR0019891,8/27/2026,mandi003,cotton,Hybrid,332.87 qtl,,NA
ARR0014889,1/5/2026,MANDI051,गन्ना,HD-2967,10.424,MT,121
ARR0010435,08.05.2026,MANDI049,Ganna,,416.18,Qtl,147
ARR0016168,2/11/2026,MANDI055,Sugarcane,,19681,KGS,20
ARR0003334,15-Jan-26,MANDI-033,Dhaan,PBW-343,19.081,T,135
ARR0023240,7/24/2026,MANDI-027,Chawal,PBW-343,13.751,T,136
ARR0019762,5/16/2026,MANDI027,Ganna,Pusa-1121,45205,Kilo,140
ARR0008406,1/17/2026,MANDI045,Chawal,PBW-343,41.38,qtl,100
ARR0017689,1/2/2026,MANDI039,mustard,Local,433.25,Q,100
ARR0015430,4/19/2026,MANDI-045,Ganna,Local,28.469,tonnes,137
ARR0009061,6/5/2026,mandi_051,Sugarcane,HD-2967,8131,kg,NA
ARR0000751,3/13/2026,mandi_027,Corn,Premium,40125,Kgs,27
ARR0020997,4/2/2026,MANDI019,सरसों,,1.762,MT,29
ARR0014516,14/03/2026,MANDI003,Cotton,PBW-343,12168,kg,38
ARR0002349,4/27/2026,MANDI042,Kanak,PBW-343,"4,527.0 KG",,129
