Arrival_ID,Date,Mandi_ID,Crop_Name,Variety,Arrival_Quantity_Quintals,Arrival_Quantity_Mt,Arrival_Quantity_Kg,Reported_Quantity,Reported_Unit,Farmer_Count,Is_Arrival_ID_Imputed,Is_Quantity_Negative_Flag
ARR0017040,17/03/2026,MANDI026,Maize,Hybrid,74.19,7.419,7419.0,74.19,Quintal,65,False,False
ARR0010870,20/05/2026,MANDI026,Basmati Rice,Pusa-1121,170.71,17.071,17071.0,17071.0,Kilogram,74,False,False
ARR0006614,19/05/2026,MANDI026,Wheat,Local,338.02,33.802,33802.0,338.02,Quintal,143,False,False
ARR0000521,21/04/2026,MANDI026,Maize,,160.96,16.096,16096.0,16096.0,Kilogram,46,False,False
ARR0006843,09/04/2026,MANDI026,Mustard,Hybrid,264.26,26.426,26426.0,264.26,Quintal,22,False,False
ARR0014529,10/08/2026,MANDI026,Sugarcane,Pusa-1121,371.18,37.118,37118.0,371.18,Quintal,37,False,False
ARR0008241,05/05/2026,MANDI026,Paddy,Premium,129.81,12.981,12981.0,12.981,Metric Tonne,133,False,False
ARR0000585,18/02/2026,MANDI026,Wheat,PBW-343,109.83,10.983,10983.0,109.83,Quintal,6,False,False
ARR0002267,12/07/2026,MANDI026,Rice,Premium,314.29,31.429,31429.0,31.429,Metric Tonne,28,False,False
ARR0022507,16/01/2026,MANDI026,Cotton,Premium,279.69,27.969,27969.0,279.69,Quintal,115,False,False
ARR0015759,12/02/2026,MANDI026,Maize,,373.52,37.352,37352.0,37352.0,Kilogram,76,False,False
ARR0012413,02/07/2026,MANDI026,Cotton,Hybrid,51.76,5.176,5176.0,5176.0,Kilogram,59,False,False
ARR0013212,20/02/2026,MANDI026,Sugarcane,Hybrid,194.36,19.436,19436.0,19.436,Metric Tonne,93,False,False
ARR0017517,08/06/2026,MANDI026,Basmati Rice,Hybrid,146.51,14.651,14651.0,146.51,Quintal,104,False,False
ARR0014405,17/02/2026,MANDI026,Maize,Premium,488.8,48.88,48880.0,48880.0,Kilogram,34,False,False
ARR0015060,01/02/2026,MANDI026,Mustard,Pusa-1121,38.71,3.871,3871.0,38.71,Quintal,150,False,False
ARR0018386,03/06/2026,MANDI026,Cotton,,458.94,45.894,45894.0,45.894,Metric Tonne,25,False,False
ARR0005346,10/06/2026,MANDI026,Rice,Local,313.53,31.353,31353.0,31.353,Metric Tonne,,False,False
ARR0023824,26/05/2026,MANDI026,Wheat,Pusa-1121,309.35,30.935,30935.0,30935.0,Kilogram,52,False,False
ARR0022967,22/05/2026,MANDI026,Sugarcane,HD-2967,122.5,12.25,12250.0,122.5,Quintal,110,False,False
ARR0018959,04/12/2026,MANDI026,Wheat,Hybrid,176.09,17.609,17609.0,17609.0,Kilogram,58,False,False
ARR0017637,06/01/2026,MANDI026,Mustard,Pusa-1121,61.47,6.147,6147.0,6147.0,Kilogram,121,False,False
ARR0019786,25/03/2026,MANDI026,Wheat,Premium,449.96,44.996,44996.0,44996.0,Kilogram,142,False,False
ARR0011256,12/01/2026,MANDI026,Sugarcane,HD-2967,85.47,8.547,8547.0,8547.0,Kilogram,111,False,False
ARR0024697,21/01/2026,MANDI026,Maize,HD-2967,299.04,29.904,29904.0,29904.0,Kilogram,129,False,False
ARR0019998,15/08/2026,MANDI026,Sugarcane,Local,33.14,3.314,3314.0,3314.0,Kilogram,121,False,False
ARR0014181,08/09/2026,MANDI026,Maize,Hybrid,314.21,31.421,31421.0,31.421,Metric Tonne,53,False,False
ARR0007651,04/01/2026,MANDI026,Wheat,,134.81,13.481,13481.0,13481.0,Kilogram,101,False,False
ARR0018610,16/04/2026,MANDI026,Maize,Local,382.91,38.291,38291.0,38291.0,Kilogram,58,False,False
ARR0008575,24/07/2026,MANDI026,Wheat,HD-2967,78.94,7.894,7894.0,7894.0,Kilogram,70,False,False
ARR0009478,09/05/2026,MANDI026,Maize,,68.0,6.8,6800.0,68.0,Quintal,83,False,False
ARR0018717,06/03/2026,MANDI026,Paddy,Pusa-1121,223.11,22.311,22311.0,22311.0,Kilogram,98,False,False
ARR0012246,27/07/2026,MANDI026,Paddy,HD-2967,112.28,11.228,11228.0,11228.0,Kilogram,,False,False
ARR0008539,03/05/2026,MANDI026,Wheat,Pusa-1121,305.56,30.556,30556.0,30.556,Metric Tonne,106,False,False
ARR0021770,19/02/2026,MANDI026,Wheat,HD-2967,285.25,28.525,28525.0,28.525,Metric Tonne,70,False,False
ARR0007913,20/02/2026,MANDI026,Sugarcane,Premium,270.48,27.048,27048.0,270.48,Quintal,43,False,False
ARR0008296,24/08/2026,MANDI026,Rice,Local,223.42,22.342,22342.0,223.42,Quintal,24,False,False
ARR0024634,01/06/2026,MANDI026,Wheat,,76.87,7.687,7687.0,76.87,Quintal,123,False,False
ARR0023157,15/06/2026,MANDI026,Maize,PBW-343,64.4,6.44,6440.0,6440.000000000001,Kilogram,102,False,False
ARR0022292,04/05/2026,MANDI026,Mustard,Premium,387.72,38.772,38772.0,38772.0,Kilogram,26,False,False
ARR0005715,18/04/2026,MANDI026,Maize,Pusa-1121,142.12,14.212,14212.0,14.212,Metric Tonne,61,False,False
ARR0020763,25/08/2026,MANDI026,Mustard,PBW-343,413.84,41.384,41384.0,41.384,Metric Tonne,100,False,False
ARR0023532,04/08/2026,MANDI026,Wheat,Local,245.35,24.535,24535.0,245.35,Quintal,52,False,True
ARR0004425,28/02/2026,MANDI026,Sugarcane,Premium,70.15,7.015,7015.0,7015.0,Kilogram,41,False,False
ARR0002874,14/04/2026,MANDI026,Cotton,Local,451.09,45.109,45109.0,45.109,Metric Tonne,38,False,False
ARR0002232,09/01/2026,MANDI026,Paddy,Local,49.59,4.959,4959.0,4.959,Metric Tonne,73,False,False
ARR0007278,18/07/2026,MANDI026,Maize,,428.44,42.844,42844.0,428.44,Quintal,,False,False
ARR0000352,15/08/2026,MANDI026,Maize,Premium,482.01,48.201,48201.0,482.01,Quintal,134,False,False
ARR0011090,21/06/2026,MANDI026,Sugarcane,Premium,267.12,26.712,26712.0,267.12,Quintal,66,False,False
ARR0009898,22/07/2026,MANDI026,Paddy,,262.81,26.281,26281.0,262.81,Quintal,63,False,False
ARR0008346,27/04/2026,MANDI026,Mustard,Premium,301.59,30.159,30159.0,30159.0,Kilogram,,False,False
ARR0004357,22/06/2026,MANDI026,Wheat,PBW-343,250.36,25.036,25036.0,25.036,Metric Tonne,36,False,False
ARR0017805,08/03/2026,MANDI026,Sugarcane,,18.17,1.817,1817.0,1817.0,Kilogram,88,False,False
ARR0015137,06/09/2026,MANDI026,Wheat,PBW-343,392.21,39.221,39221.0,39.221,Metric Tonne,65,False,False
ARR0019045,01/04/2026,MANDI026,Sugarcane,,133.97,13.397,13397.0,13397.0,Kilogram,39,False,False
ARR0010557,17/07/2026,MANDI026,Wheat,Local,124.51,12.451,12451.0,12451.0,Kilogram,6,False,False
ARR0004281,23/07/2026,MANDI026,Sugarcane,PBW-343,286.32,28.632,28632.0,28.632,Metric Tonne,148,False,False
ARR0024023,21/06/2026,MANDI026,Maize,Hybrid,44.87,4.487,4487.0,4.487,Metric Tonne,17,False,False
ARR0022385,06/08/2026,MANDI026,Mustard,PBW-343,31.8,3.18,3180.0,3.18,Metric Tonne,63,False,False
ARR0019737,14/04/2026,MANDI026,Cotton,Pusa-1121,383.86,38.386,38386.0,38386.0,Kilogram,63,False,False
ARR0005184,11/02/2026,MANDI026,Wheat,Local,10.57,1.057,1057.0,1.057,Metric Tonne,,False,False
ARR0006626,07/06/2026,MANDI026,Mustard,Pusa-1121,243.36,24.336,24336.0,243.36,Quintal,93,False,False
ARR0017817,01/08/2026,MANDI026,Wheat,Local,68.38,6.838,6838.0,68.38,Quintal,80,False,False
ARR0015110,06/08/2026,MANDI026,Wheat,HD-2967,255.64,25.564,25564.0,25564.0,Kilogram,18,False,False
ARR0004779,28/02/2026,MANDI026,Paddy,Premium,211.38,21.138,21138.0,211.38,Quintal,127,False,False
ARR0006428,02/01/2026,MANDI026,Wheat,,183.07,18.307,18307.0,183.07,Quintal,,False,False
ARR0006052,23/04/2026,MANDI026,Rice,HD-2967,129.3,12.93,12930.0,129.3,Quintal,54,False,False
ARR0022470,19/03/2026,MANDI026,Cotton,,22.47,2.247,2247.0,22.47,Quintal,15,False,False
ARR0024218,26/06/2026,MANDI026,Paddy,Premium,97.43,9.743,9743.0,9.743,Metric Tonne,62,False,False
ARR0007812,13/01/2026,MANDI026,Cotton,PBW-343,31.69,3.169,3169.0,3169.0,Kilogram,44,False,False
ARR0022925,24/02/2026,MANDI026,Mustard,,193.48,19.348,19348.0,19348.0,Kilogram,11,False,False
ARR0024661,06/09/2026,MANDI026,Mustard,,332.18,33.218,33218.0,33218.0,Kilogram,38,False,False
ARR0000189,28/02/2026,MANDI026,Wheat,Premium,246.56,24.656,24656.0,246.56,Quintal,57,False,False
ARR0023841,22/04/2026,MANDI026,Paddy,,22.75,2.275,2275.0,2.275,Metric Tonne,,False,False
ARR0019073,02/06/2026,MANDI026,Maize,Pusa-1121,58.29,5.829,5829.0,58.29,Quintal,49,False,False
ARR0017784,14/01/2026,MANDI026,Maize,Premium,210.36,21.036,21036.0,21.036,Metric Tonne,,False,False
ARR0009195,29/01/2026,MANDI026,Wheat,PBW-343,31.31,3.131,3131.0,31.31,Quintal,66,False,False
ARR0010831,14/01/2026,MANDI026,Maize,Local,486.95,48.695,48695.0,48.695,Metric Tonne,142,False,False
ARR0021686,14/03/2026,MANDI026,Rice,HD-2967,340.67,34.067,34067.0,34.067,Metric Tonne,55,False,False
ARR0012742,02/03/2026,MANDI026,Mustard,Hybrid,122.08,12.208,12208.0,12208.0,Kilogram,,False,False
ARR0001430,20/06/2026,MANDI026,Mustard,HD-2967,113.19,11.319,11319.0,11.319,Metric Tonne,15,False,False
ARR0003170,01/05/2026,MANDI026,Maize,Premium,156.41,15.641,15641.0,15.641,Metric Tonne,69,False,False
ARR_IMP00049,21/05/2026,MANDI026,Wheat,HD-2967,25.8,2.58,2580.0,25.8,Quintal,106,True,True
ARR0023341,23/01/2026,MANDI026,Rice,Local,68.73,6.873,6873.0,68.73,Quintal,,False,False
ARR_IMP00010,18/03/2026,MANDI026,Wheat,HD-2967,254.08,25.408,25408.0,254.08,Quintal,,True,False
ARR0021614,01/07/2026,MANDI026,Wheat,PBW-343,481.89,48.189,48189.0,481.89,Quintal,60,False,False
ARR0002071,03/07/2026,MANDI026,Sugarcane,Hybrid,23.49,2.349,2349.0,2349.0,Kilogram,74,False,False
ARR0006482,09/02/2026,MANDI026,Cotton,Hybrid,390.52,39.052,39052.0,39052.0,Kilogram,78,False,False
ARR0019060,24/08/2026,MANDI026,Cotton,Premium,225.9,22.59,22590.0,225.9,Quintal,150,False,False
ARR0021242,21/08/2026,MANDI026,Cotton,Pusa-1121,304.0,30.4,30400.0,30.4,Metric Tonne,96,False,False
ARR0018549,01/07/2026,MANDI026,Paddy,HD-2967,134.17,13.417,13417.0,13.417,Metric Tonne,116,False,False
ARR0005904,18/05/2026,MANDI026,Sugarcane,Hybrid,255.08,25.508,25508.0,255.08,Quintal,125,False,True
ARR0004937,03/05/2026,MANDI026,Rice,Premium,426.27,42.627,42627.0,42627.0,Kilogram,49,False,False
ARR0000928,14/06/2026,MANDI026,Paddy,Pusa-1121,207.14,20.714,20714.0,20.714,Metric Tonne,,False,False
ARR0014020,17/03/2026,MANDI026,Maize,HD-2967,109.95,10.995,10995.0,10995.0,Kilogram,50,False,False
ARR0015348,27/04/2026,MANDI026,Mustard,Premium,326.29,32.629,32629.0,326.29,Quintal,30,False,False
ARR0005508,11/02/2026,MANDI026,Maize,Pusa-1121,402.91,40.291,40291.0,402.91,Quintal,5,False,False
ARR0010343,01/08/2026,MANDI026,Paddy,HD-2967,456.79,45.679,45679.0,456.79,Quintal,89,False,False
ARR0001132,01/09/2026,MANDI026,Paddy,Premium,471.52,47.152,47152.0,47152.0,Kilogram,107,False,False
ARR0022068,12/03/2026,MANDI026,Paddy,PBW-343,187.76,18.776,18776.0,187.76,Quintal,103,False,False
ARR0006535,29/01/2026,MANDI026,Basmati Rice,HD-2967,463.77,46.377,46377.0,46377.0,Kilogram,90,False,False
ARR0023459,27/01/2026,MANDI026,Mustard,,83.1,8.31,8310.0,8310.0,Kilogram,,False,False
ARR0004639,27/02/2026,MANDI026,Maize,HD-2967,471.61,47.161,47161.0,47161.0,Kilogram,73,False,False
ARR0008421,03/04/2026,MANDI026,Cotton,Hybrid,48.6,4.86,4860.0,4860.0,Kilogram,8,False,False
ARR0022830,04/06/2026,MANDI026,Mustard,Hybrid,383.18,38.318,38318.0,383.18,Quintal,45,False,False
ARR0015818,26/08/2026,MANDI026,Mustard,,215.16,21.516,21516.0,215.16,Quintal,120,False,False
ARR0022005,15/08/2026,MANDI026,Maize,Premium,465.21,46.521,46521.0,465.21,Quintal,53,False,True
ARR0015845,06/09/2026,MANDI026,Maize,Local,442.85,44.285,44285.0,44285.0,Kilogram,99,False,False
ARR0019710,29/08/2026,MANDI026,Sugarcane,Hybrid,263.6,26.36,26360.0,26.36,Metric Tonne,115,False,False
ARR0007656,20/07/2026,MANDI026,Wheat,Premium,143.51,14.351,14351.0,143.51,Quintal,,False,False
ARR0010115,07/06/2026,MANDI026,Paddy,Hybrid,124.47,12.447,12447.0,124.47,Quintal,125,False,False
ARR0015138,08/02/2026,MANDI026,Wheat,Local,84.2,8.42,8420.0,84.2,Quintal,150,False,False
ARR0003178,23/08/2026,MANDI026,Wheat,,198.21,19.821,19821.0,19.821,Metric Tonne,80,False,False
ARR0024169,12/06/2026,MANDI026,Wheat,Local,315.19,31.519,31519.0,31519.0,Kilogram,101,False,False
ARR0023516,23/08/2026,MANDI026,Paddy,Local,442.0,44.2,44200.0,442.0,Quintal,141,False,True
ARR0003059,17/04/2026,MANDI026,Mustard,Hybrid,400.29,40.029,40029.0,400.29,Quintal,,False,False
ARR0017419,05/05/2026,MANDI026,Maize,HD-2967,212.19,21.219,21219.0,212.19,Quintal,53,False,False
ARR0019156,14/08/2026,MANDI026,Sugarcane,Local,88.09,8.809,8809.0,88.09,Quintal,94,False,False
ARR0022457,09/01/2026,MANDI026,Wheat,PBW-343,333.74,33.374,33374.0,333.74,Quintal,50,False,False
ARR0001748,13/02/2026,MANDI026,Rice,Premium,261.2,26.12,26120.0,26.12,Metric Tonne,47,False,False
ARR0002906,10/03/2026,MANDI026,Rice,HD-2967,388.78,38.878,38878.0,388.78,Quintal,36,False,False
ARR0023821,25/02/2026,MANDI026,Mustard,,243.44,24.344,24344.0,243.44,Quintal,145,False,False
ARR0018899,01/05/2026,MANDI026,Wheat,Hybrid,238.81,23.881,23881.0,238.81,Quintal,,False,False
ARR0023451,23/05/2026,MANDI026,Mustard,HD-2967,346.19,34.619,34619.0,34619.0,Kilogram,129,False,False
ARR0006529,02/09/2026,MANDI026,Mustard,,258.23,25.823,25823.0,25823.0,Kilogram,24,False,False
ARR0002350,10/02/2026,MANDI026,Maize,PBW-343,138.0,13.8,13800.0,13800.0,Kilogram,129,False,False
ARR0002363,03/09/2026,MANDI026,Maize,Pusa-1121,239.47,23.947,23947.0,23947.0,Kilogram,29,False,False
ARR0010446,05/08/2026,MANDI026,Maize,Pusa-1121,178.99,17.899,17899.0,17.899,Metric Tonne,21,False,False
ARR0001311,11/05/2026,MANDI026,Cotton,Local,381.87,38.187,38187.0,38187.0,Kilogram,40,False,False
ARR0006849,27/03/2026,MANDI026,Sugarcane,Hybrid,167.6,16.76,16760.0,16.76,Metric Tonne,126,False,False
ARR0024213,19/04/2026,MANDI026,Maize,,366.97,36.697,36697.0,36.697,Metric Tonne,13,False,False
ARR0000742,22/07/2026,MANDI026,Sugarcane,Premium,273.72,27.372,27372.0,273.72,Quintal,60,False,False
ARR0024836,02/06/2026,MANDI026,Wheat,Local,146.35,14.635,14635.0,146.35,Quintal,97,False,False
ARR0011942,10/04/2026,MANDI026,Maize,,196.91,19.691,19691.0,19691.0,Kilogram,39,False,False
ARR0010736,27/07/2026,MANDI026,Wheat,Hybrid,300.63,30.063,30063.0,30063.0,Kilogram,8,False,False
ARR0022183,27/04/2026,MANDI026,Wheat,Hybrid,20.26,2.026,2026.0,2026.0000000000002,Kilogram,28,False,False
ARR0011893,24/08/2026,MANDI026,Wheat,PBW-343,384.15,38.415,38415.0,38415.0,Kilogram,78,False,False
ARR0012012,23/01/2026,MANDI026,Cotton,PBW-343,368.45,36.845,36845.0,36845.0,Kilogram,62,False,False
ARR0024631,01/06/2026,MANDI026,Cotton,,82.77,8.277,8277.0,82.77,Quintal,,False,True
ARR0001109,11/02/2026,MANDI026,Mustard,HD-2967,98.4,9.84,9840.0,9840.0,Kilogram,145,False,False
ARR0010507,02/01/2026,MANDI026,Paddy,HD-2967,257.88,25.788,25788.0,25788.0,Kilogram,112,False,False
ARR0021889,27/02/2026,MANDI026,Sugarcane,,26.14,2.614,2614.0,26.14,Quintal,107,False,False
ARR0008649,11/05/2026,MANDI026,Maize,Local,2.9711,0.2971,297.11,297.11,Kilogram,130,False,True
ARR0010445,06/09/2026,MANDI026,Mustard,PBW-343,251.9,25.19,25190.0,251.9,Quintal,65,False,False
ARR0015610,05/04/2026,MANDI026,Cotton,Pusa-1121,21.78,2.178,2178.0,21.78,Quintal,57,False,True
ARR0019078,14/06/2026,MANDI026,Cotton,Local,273.56,27.356,27356.0,273.56,Quintal,88,False,False
ARR0003490,29/08/2026,MANDI026,Rice,PBW-343,286.68,28.668,28668.0,28668.0,Kilogram,,False,False
ARR0003017,30/06/2026,MANDI026,Wheat,PBW-343,235.52,23.552,23552.0,23552.0,Kilogram,116,False,False
ARR0024970,19/07/2026,MANDI026,Cotton,Hybrid,300.16,30.016,30016.0,300.16,Quintal,,False,False
ARR0023005,29/03/2026,MANDI026,Sugarcane,Premium,39.56,3.956,3956.0,3.956,Metric Tonne,129,False,False
ARR0012779,16/08/2026,MANDI026,Mustard,,297.94,29.794,29794.0,29794.0,Kilogram,99,False,False
ARR_IMP00001,18/06/2026,MANDI026,Maize,Pusa-1121,264.38,26.438,26438.0,264.38,Quintal,96,True,False
ARR0000076,12/05/2026,MANDI026,Wheat,Pusa-1121,98.89,9.889,9889.0,98.89,Quintal,101,False,False
ARR0021457,08/04/2026,MANDI026,Cotton,HD-2967,257.54,25.754,25754.0,25754.000000000004,Kilogram,76,False,False
ARR0008953,06/08/2026,MANDI026,Wheat,Premium,399.21,39.921,39921.0,39921.0,Kilogram,97,False,False
ARR0000749,12/03/2026,MANDI026,Mustard,Hybrid,342.13,34.213,34213.0,342.13,Quintal,136,False,False
ARR0005047,30/03/2026,MANDI026,Wheat,Hybrid,317.85,31.785,31785.0,31785.000000000004,Kilogram,,False,False
ARR0004978,27/06/2026,MANDI026,Paddy,Hybrid,180.73,18.073,18073.0,180.73,Quintal,88,False,False
ARR0012903,10/06/2026,MANDI026,Paddy,Premium,452.83,45.283,45283.0,452.83,Quintal,123,False,False
ARR0006577,31/05/2026,MANDI026,Sugarcane,Local,415.98,41.598,41598.0,41.598,Metric Tonne,86,False,False
ARR0020517,02/06/2026,MANDI026,Wheat,PBW-343,284.92,28.492,28492.0,28.492,Metric Tonne,99,False,False
ARR0004881,07/03/2026,MANDI026,Mustard,PBW-343,75.0,7.5,7500.0,75.0,Quintal,35,False,False
ARR0021829,15/07/2026,MANDI026,Maize,,107.56,10.756,10756.0,107.56,Quintal,107,False,False
ARR0013915,27/07/2026,MANDI026,Maize,PBW-343,433.4,43.34,43340.0,43340.0,Kilogram,104,False,False
ARR0004586,23/02/2026,MANDI026,Cotton,Pusa-1121,216.3,21.63,21630.0,21630.0,Kilogram,17,False,False
ARR0016688,27/02/2026,MANDI026,Mustard,Hybrid,269.98,26.998,26998.0,269.98,Quintal,90,False,False
ARR0016912,01/08/2026,MANDI026,Cotton,PBW-343,382.61,38.261,38261.0,38.261,Metric Tonne,70,False,False
ARR0016208,16/07/2026,MANDI026,Maize,Pusa-1121,327.9,32.79,32790.0,32790.0,Kilogram,146,False,False
ARR0000367,21/04/2026,MANDI026,Maize,Hybrid,339.86,33.986,33986.0,33986.0,Kilogram,91,False,False
ARR0003358,14/06/2026,MANDI026,Mustard,Local,333.02,33.302,33302.0,33.302,Metric Tonne,44,False,False
ARR0002120,23/01/2026,MANDI026,Paddy,,332.83,33.283,33283.0,33.283,Metric Tonne,87,False,False
ARR0007542,22/04/2026,MANDI027,Sugarcane,Hybrid,0.4136,0.0414,41.36,41.36,Kilogram,,False,True
ARR0008520,16/01/2026,MANDI027,Sugarcane,Pusa-1121,256.0,25.6,25600.0,256.0,Quintal,,False,False
ARR0023885,17/06/2026,MANDI027,Rice,Premium,374.91,37.491,37491.0,374.91,Quintal,139,False,False
ARR0006170,09/07/2026,MANDI027,Maize,,300.5,30.05,30050.0,30050.0,Kilogram,,False,False
ARR0018109,19/02/2026,MANDI027,Wheat,Local,95.08,9.508,9508.0,95.08,Quintal,83,False,False
ARR0008069,13/04/2026,MANDI027,Mustard,,422.37,42.237,42237.0,42237.0,Kilogram,76,False,False
ARR0001176,22/03/2026,MANDI027,Rice,Local,66.47,6.647,6647.0,6647.0,Kilogram,62,False,False
ARR0004598,25/01/2026,MANDI027,Maize,,420.58,42.058,42058.0,420.58,Quintal,84,False,False
ARR0020369,04/07/2026,MANDI027,Paddy,Hybrid,196.6,19.66,19660.0,196.6,Quintal,107,False,False
ARR0012891,27/01/2026,MANDI027,Mustard,,282.31,28.231,28231.0,28.231,Metric Tonne,53,False,False
ARR0013055,28/06/2026,MANDI027,Wheat,Premium,124.78,12.478,12478.0,12.478,Metric Tonne,22,False,False
ARR0010991,20/06/2026,MANDI027,Cotton,HD-2967,187.75,18.775,18775.0,18775.0,Kilogram,117,False,False
ARR0004569,25/02/2026,MANDI027,Wheat,HD-2967,204.55,20.455,20455.0,20.455,Metric Tonne,122,False,False
ARR0003615,18/01/2026,MANDI027,Wheat,Premium,82.87,8.287,8287.0,82.87,Quintal,40,False,False
ARR0005623,20/03/2026,MANDI027,Basmati Rice,PBW-343,135.3,13.53,13530.0,135.3,Quintal,23,False,False
ARR0011679,15/03/2026,MANDI027,Maize,,344.87,34.487,34487.0,34487.0,Kilogram,120,False,False
ARR0006232,05/01/2026,MANDI027,Cotton,HD-2967,327.04,32.704,32704.0,32.704,Metric Tonne,32,False,False
ARR0003442,14/06/2026,MANDI027,Mustard,,255.68,25.568,25568.0,255.68,Quintal,,False,False
ARR0023240,24/07/2026,MANDI027,Rice,PBW-343,137.51,13.751,13751.0,13.751,Metric Tonne,136,False,False
ARR0015495,08/08/2026,MANDI027,Wheat,HD-2967,315.52,31.552,31552.0,31552.0,Kilogram,139,False,False
ARR0002447,26/02/2026,MANDI027,Sugarcane,Pusa-1121,249.56,24.956,24956.0,249.56,Quintal,50,False,False
ARR0019762,16/05/2026,MANDI027,Sugarcane,Pusa-1121,452.05,45.205,45205.0,45205.0,Kilogram,140,False,False
ARR0014762,17/03/2026,MANDI027,Wheat,PBW-343,57.56,5.756,5756.0,57.56,Quintal,136,False,False
ARR0012738,09/02/2026,MANDI027,Wheat,HD-2967,427.86,42.786,42786.0,42.786,Metric Tonne,83,False,False
ARR0017466,31/03/2026,MANDI027,Cotton,,273.13,27.313,27313.0,273.13,Quintal,107,False,False
ARR0021796,25/01/2026,MANDI027,Cotton,Premium,439.24,43.924,43924.0,439.24,Quintal,89,False,False
ARR0022836,22/06/2026,MANDI027,Maize,Hybrid,114.02,11.402,11402.0,11402.0,Kilogram,127,False,False
ARR0000751,13/03/2026,MANDI027,Maize,Premium,401.25,40.125,40125.0,40125.0,Kilogram,27,False,False
ARR0021422,23/04/2026,MANDI027,Mustard,,194.39,19.439,19439.0,194.39,Quintal,62,False,False
ARR0006291,24/01/2026,MANDI027,Paddy,,183.36,18.336,18336.0,183.36,Quintal,42,False,False
ARR0023971,11/03/2026,MANDI027,Mustard,Local,497.73,49.773,49773.0,49773.0,Kilogram,27,False,False
ARR0003026,13/08/2026,MANDI027,Sugarcane,Hybrid,309.46,30.946,30946.0,30946.0,Kilogram,33,False,False
ARR0003260,10/02/2026,MANDI027,Maize,HD-2967,310.12,31.012,31012.0,31012.0,Kilogram,39,False,False
ARR0002889,15/04/2026,MANDI027,Wheat,,64.55,6.455,6455.0,64.55,Quintal,149,False,False
ARR0008259,24/05/2026,MANDI027,Rice,,119.29,11.929,11929.0,119.29,Quintal,112,False,False
ARR0024896,05/07/2026,MANDI027,Mustard,PBW-343,152.46,15.246,15246.0,15.246,Metric Tonne,91,False,False
ARR0006636,20/05/2026,MANDI027,Cotton,PBW-343,123.77,12.377,12377.0,123.77,Quintal,15,False,False
ARR0003696,30/05/2026,MANDI027,Paddy,Premium,366.14,36.614,36614.0,366.14,Quintal,,False,False
ARR0003013,01/07/2026,MANDI027,Paddy,Pusa-1121,61.67,6.167,6167.0,61.67,Quintal,92,False,False
ARR0022503,13/01/2026,MANDI027,Rice,,287.45,28.745,28745.0,287.45,Quintal,60,False,False
ARR0004616,28/07/2026,MANDI027,Basmati Rice,HD-2967,253.68,25.368,25368.0,25368.0,Kilogram,77,False,False
ARR0021378,23/05/2026,MANDI027,Cotton,Local,145.82,14.582,14582.0,14582.0,Kilogram,126,False,False
ARR0008366,11/04/2026,MANDI027,Maize,PBW-343,487.07,48.707,48707.0,487.07,Quintal,,False,False
ARR0001415,14/06/2026,MANDI027,Mustard,,396.53,39.653,39653.0,39.653,Metric Tonne,47,False,False
ARR0011870,06/07/2026,MANDI027,Sugarcane,HD-2967,421.49,42.149,42149.0,42.149,Metric Tonne,43,False,False
ARR0001029,22/01/2026,MANDI027,Sugarcane,Hybrid,266.24,26.624,26624.0,266.24,Quintal,,False,False
ARR0015275,18/03/2026,MANDI027,Maize,,265.38,26.538,26538.0,265.38,Quintal,28,False,False
ARR0016293,20/07/2026,MANDI027,Sugarcane,HD-2967,205.88,20.588,20588.0,205.88,Quintal,93,False,False
ARR0004924,09/03/2026,MANDI027,Wheat,Local,130.98,13.098,13098.0,13.098,Metric Tonne,6,False,False
ARR0024061,24/08/2026,MANDI027,Cotton,Local,174.09,17.409,17409.0,17.409,Metric Tonne,109,False,False
ARR0020086,20/05/2026,MANDI027,Paddy,Local,207.95,20.795,20795.0,20.795,Metric Tonne,75,False,False
ARR0000304,25/04/2026,MANDI027,Paddy,Hybrid,77.71,7.771,7771.0,7.771,Metric Tonne,79,False,False
ARR0017235,12/07/2026,MANDI027,Wheat,,118.86,11.886,11886.0,118.86,Quintal,56,False,False
ARR0007222,07/08/2026,MANDI027,Rice,PBW-343,109.45,10.945,10945.0,10945.0,Kilogram,79,False,False
ARR0019467,20/03/2026,MANDI027,Mustard,,99.63,9.963,9963.0,99.63,Quintal,112,False,False
ARR0019362,16/02/2026,MANDI027,Cotton,Pusa-1121,436.96,43.696,43696.0,436.96,Quintal,116,False,False
ARR0007707,22/05/2026,MANDI027,Rice,Premium,421.13,42.113,42113.0,42.113,Metric Tonne,104,False,False
ARR0000138,15/05/2026,MANDI027,Mustard,Hybrid,135.66,13.566,13566.0,13566.0,Kilogram,,False,False
ARR0009992,26/05/2026,MANDI027,Paddy,Pusa-1121,327.56,32.756,32756.0,32.756,Metric Tonne,79,False,False
ARR0012799,22/06/2026,MANDI027,Mustard,PBW-343,77.95,7.795,7795.0,7795.0,Kilogram,,False,False
ARR_IMP00279,24/07/2026,MANDI027,Sugarcane,Hybrid,260.13,26.013,26013.0,26013.0,Kilogram,148,True,False
ARR0015296,15/02/2026,MANDI027,Wheat,HD-2967,77.81,7.781,7781.0,77.81,Quintal,57,False,False
ARR0015857,07/01/2026,MANDI027,Mustard,Hybrid,307.19,30.719,30719.0,307.19,Quintal,73,False,False
