record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR008371,2026-04-07,,Sirsa,Sugarcane,3285.87,3462.0,,3500.0
PR006811,2026-01-02,MANDI009,Hisar,Maize,1943.0,2310.0,2127.0,
PR011083,2026-07-16,MANDI056,Bareilly,Ganne,3519.82,3781.0,3650.3,3500.0
PR004442,2026-09-01,MANDI009,Fatehabad,Rice,2256.0,2395.26,2326.0,2183.0
PR000025,2026-02-16,MANDI043,Agra,Rice,2147.0,2592.24,2369.54,2183.0
PR005925,2026-09-09,MANDI018,Ferozepur,Ganne,3413.0,4236.93,,3500.0
PR002035,2026-03-13,,Patiala,Narma,6639.3,7349.01,6994.15,6620.0
PR009338,2026-07-13,MANDI026,Hisar,Chawal,1963.14,,2062.97,
PR011319,2026-08-28,,Sirsa,Makki,1801.0,1936.63,1868.64,2090.0
PR011738,2026-01-25,MANDI014,Moga,Sugarcane,3318.0,3639.0,3478.81,3500.0
PR002543,2026-08-09,MANDI012,Ambala,Rice,1895.08,,2022.0,2183.0
PR000160,2026-03-08,MANDI044,Moga,Wheat,2238.48,2462.27,2350.37,
PR004093,2026-01-01,MANDI054,Saharanpur,Mustard,4935.33,5934.51,5434.92,
PR003847,2026-04-25,MANDI005,Ambala,Narma,6445.0,7242.31,6844.0,
PR010131,2026-09-06,MANDI029,Ludhiana,Rice,1960.0,2159.35,2059.75,2183.0
PR011562,2026-02-13,MANDI044,Jalandhar,Cotton,6528.99,6990.11,6760.0,
PR007007,2026-03-28,,Moga,Cotton,5867.0,,6521.73,6620.0
PR011938,2026-05-08,MANDI049,Muzaffarnagar,Makki,2092.0,2558.25,2325.36,2090.0
PR005974,2026-02-09,MANDI021,Bathinda,Rice,2218.17,2494.88,2357.0,
PR006104,2026-01-15,MANDI030,Amritsar,Sugarcane,3407.0,3702.77,3555.05,3500.0
PR005177,2026-10-02,MANDI041,Ambala,Wheat,2362.47,2512.98,2437.73,2275.0
PR005006,2026-03-02,MANDI027,Amritsar,Mustard,5532.51,5935.94,5734.23,5650.0
PR002629,2026-07-21,,Ferozepur,Cotton,6578.51,7046.95,6813.0,6620.0
PR005359,2026-06-27,MANDI052,Kurukshetra,Sugarcane,3507.24,3933.0,3720.19,3500.0
PR006515,2026-02-24,MANDI043,Patiala,Chawal,2196.04,2482.0,2339.03,2183.0
PR002374,2026-07-17,MANDI041,Ambala,Wheat,2119.0,2584.56,2352.0,2275.0
PR007042,2026-01-25,MANDI017,Ferozepur,Rice,1955.0,2102.0,,2183.0
PR002312,2026-08-12,MANDI016,Patiala,Sugarcane,3277.0,3834.0,3555.72,3500.0
PR010419,2026-11-07,MANDI039,Patiala,Sarso,5833.0,6373.4,6103.0,5650.0
PR010055,2026-05-29,MANDI049,Muzaffarnagar,Rice,1868.0,2047.0,1958.0,2183.0
PR006880,2026-02-04,MANDI056,Amritsar,Wheat,2019.0,2290.0,2154.26,
PR011723,2026-08-09,MANDI040,Hisar,Wheat,2294.62,2845.54,2570.08,2275.0
PR007704,2026-01-03,MANDI012,Moga,Mustard,4983.76,6212.94,5598.35,
PR001432,2026-03-03,,Ludhiana,Ganne,3545.0,4086.96,3816.06,
PR005357,2026-06-15,MANDI018,Moga,Rice,2120.29,2641.59,2381.0,
PR011853,2026-02-14,MANDI023,Karnal,Sugarcane,3404.97,3954.14,3679.55,3500.0
PR007589,2026-06-19,MANDI021,Hisar,Wheat,2208.78,2462.0,2335.17,2275.0
PR009456,2026-05-19,MANDI002,Ludhiana,Rice,1915.95,,2134.25,2183.0
PR007998,2026-02-21,MANDI042,Moga,चावल,2270.77,2673.0,2472.0,2183.0
PR005900,2026-08-21,,Kurukshetra,Wheat,2032.0,2168.0,2100.22,2275.0
PR005251,2026-06-20,MANDI050,Amritsar,Rice,2102.94,2426.48,2264.71,2183.0
PR002038,2026-01-23,MANDI048,Kurukshetra,Sugarcane,3273.55,3758.44,3516.0,3500.0
PR007489,2026-05-14,MANDI049,Karnal,Sugarcane,3661.02,4345.0,4003.0,3500.0
PR002391,2026-04-03,MANDI008,Ambala,Chawal,2236.0,2726.78,2481.16,2183.0
PR003788,2026-06-27,MANDI028,Ludhiana,Wheat,1970.0,2405.44,2187.65,2275.0
PR008441,2026-07-19,MANDI011,Jalandhar,Cotton,6125.5,6651.0,6388.23,6620.0
PR007304,2026-04-30,MANDI041,Ferozepur,Mustard,5423.02,5755.41,5589.0,
PR004369,2026-02-26,MANDI054,Sirsa,Maize,2048.27,2524.0,2286.0,2090.0
PR003424,2026-01-30,MANDI034,Ludhiana,Cotton,6896.19,8455.0,7675.46,6620.0
PR002423,2026-05-03,MANDI033,Ambala,Wheat,1976.8,2397.17,2186.99,2275.0
PR008710,2026-01-20,MANDI029,Karnal,चावल,,2380.85,,2183.0
PR006292,2026-02-10,MANDI041,Bathinda,Maize,2121.3,2399.71,2261.0,2090.0
PR003908,2026-08-05,MANDI057,Bathinda,Cotton,5643.15,6957.78,6300.46,
PR002419,2026-03-26,MANDI046,Ferozepur,Sarso,5349.92,6560.05,5954.98,
PR001690,2026-02-12,MANDI009,Bathinda,Narma,,8307.45,7577.87,6620.0
PR001269,2026-01-19,,Sirsa,Mustard,5777.51,6132.83,5955.0,5650.0
PR000985,2026-05-31,MANDI027,Ludhiana,Mustard,5855.11,6203.86,6029.48,5650.0
PR008021,2026-07-06,MANDI014,Hisar,Mustard,5453.93,6504.56,5979.25,5650.0
PR002261,2026-08-06,MANDI019,Kurukshetra,Cotton,6533.35,7850.0,7192.0,6620.0
PR009429,2026-01-25,MANDI014,Sirsa,Rice,2130.47,2293.0,2211.74,2183.0
PR003798,2026-04-23,MANDI042,Amritsar,Sugarcane,3586.0,4234.57,3911.0,3500.0
PR009133,2026-06-26,MANDI019,Jalandhar,Cotton,6896.0,7249.06,7072.78,6620.0
PR008690,2026-02-15,MANDI008,Amritsar,Cotton,6330.0,7467.0,6898.12,6620.0
PR001622,2026-06-25,MANDI054,Bathinda,Rice,2185.0,2423.69,2304.42,2183.0
PR011841,2026-05-12,MANDI037,Amritsar,Wheat,2031.71,2175.39,2103.55,
PR000918,2026-07-05,MANDI041,Karnal,Cotton,6540.04,6938.03,6739.0,
PR005895,2026-06-29,MANDI029,Karnal,Rice,,2170.0,2061.0,2183.0
PR001197,2026-01-15,MANDI005,Ludhiana,Maize,2072.52,,2285.95,2090.0
PR003800,2026-08-25,,Ferozepur,Maize,2110.0,2620.0,2364.85,
PR009284,2026-02-05,MANDI023,Sirsa,Wheat,2285.98,2539.22,2413.0,
PR003363,2026-06-06,MANDI031,Moga,Cotton,6705.0,7299.68,7002.1,6620.0
PR010731,2026-02-16,MANDI045,Ferozepur,Maize,1937.42,2279.0,2108.15,2090.0
PR008250,2026-06-03,MANDI039,,Mustard,5143.64,5590.0,5367.0,5650.0
PR005172,2026-04-25,MANDI018,Moga,Sugarcane,3372.45,4188.91,3781.0,3500.0
PR006084,2026-01-27,MANDI049,Amritsar,Rice,2133.0,,2352.02,2183.0
PR008463,2026-02-19,MANDI017,Jalandhar,Maize,2185.39,2309.0,2247.22,2090.0
PR006207,2026-01-28,MANDI038,Ambala,Rice,2051.55,2459.93,2255.74,2183.0
PR002284,2026-07-29,MANDI026,Bathinda,Cotton,6523.42,7165.15,6844.28,
PR005670,2026-04-05,MANDI025,Jalandhar,Mustard,5456.31,6065.65,5761.0,
PR005479,2026-07-12,MANDI054,Saharanpur,Wheat,2184.0,2297.0,2240.43,2275.0
PR009840,2026-01-22,MANDI019,Karnal,Rice,2247.54,2458.56,2353.05,2183.0
PR004718,2026-01-15,MANDI040,Jalandhar,Cotton,6034.4,6468.78,6251.59,6620.0
PR003447,2026-07-31,MANDI050,Kurukshetra,Mustard,5026.51,6246.0,5636.14,5650.0
PR010962,2026-02-21,MANDI018,Fatehabad,Rice,1998.0,2217.87,,2183.0
PR000369,2026-02-28,MANDI043,Fatehabad,Sugarcane,3620.07,4401.43,4010.75,3500.0
PR011883,2026-09-04,MANDI046,Patiala,Maize,2133.54,2497.0,2315.43,2090.0
PR001636,2026-04-29,MANDI020,Ferozepur,Ganne,3528.0,4386.0,3957.23,3500.0
PR009085,2026-08-30,MANDI014,Ferozepur,Sugarcane,3421.29,4075.1,3748.0,3500.0
PR002584,2026-06-14,MANDI024,Bathinda,Wheat,2317.0,2609.75,2463.17,2275.0
PR002034,2026-01-27,MANDI030,Ambala,Mustard,4975.1,6146.0,5560.78,5650.0
PR008769,2026-06-04,MANDI048,Patiala,Maize,1907.0,2294.06,2100.41,2090.0
PR003449,2026-04-23,MANDI008,Ludhiana,Sugarcane,3132.64,3573.47,3353.05,
PR004821,2026-05-17,,Hisar,Sugarcane,3058.79,3512.23,3285.51,3500.0
PR007971,2026-05-15,MANDI016,Patiala,Wheat,2360.8,2794.87,2578.0,
PR005427,2026-08-06,MANDI013,Fatehabad,Sugarcane,3386.0,3614.96,3500.0,3500.0
PR001759,2026-04-30,MANDI014,Patiala,Wheat,2208.0,2680.22,,2275.0
PR010672,2026-08-22,MANDI002,Patiala,Cotton,6075.0,,6828.57,6620.0
PR001298,2026-08-10,MANDI002,Ludhiana,Maize,1829.0,2238.0,2033.08,2090.0
PR000837,2026-04-18,MANDI028,Amritsar,Cotton,5801.0,6389.74,6095.35,6620.0
PR007214,2026-08-24,MANDI007,Ludhiana,Wheat,2370.0,2753.81,2561.77,
PR001296,2026-02-08,MANDI002,Moga,Maize,2060.27,2529.08,2294.67,
PR000373,2026-02-14,MANDI033,Amritsar,Mustard,5511.36,6661.29,6086.32,5650.0
PR010683,2026-04-27,MANDI023,Bathinda,Makki,1805.46,2200.0,2002.75,2090.0
PR002119,2026-02-02,MANDI028,Patiala,Wheat,2095.35,2435.0,2264.95,2275.0
PR011828,2026-08-19,MANDI002,Amritsar,Sugarcane,3323.86,3982.41,3653.0,3500.0
PR000966,2026-03-31,MANDI033,Ambala,Sarso,5506.48,5785.0,5646.0,5650.0
PR000056,2026-05-25,MANDI001,Moga,Cotton,6658.59,8084.0,7371.3,
PR003168,2026-05-28,MANDI008,Kurukshetra,Maize,1880.52,2238.0,2059.36,
PR008442,2026-07-31,MANDI027,Jalandhar,Sugarcane,3641.63,,3874.65,
PR005962,2026-08-15,MANDI051,Kurukshetra,Mustard,5698.5,6068.16,5883.33,5650.0
PR009351,2026-01-30,MANDI056,Fatehabad,Rice,2022.51,2403.05,2212.78,2183.0
PR004919,2026-08-12,MANDI011,Ludhiana,Maize,2039.74,2480.04,2260.0,2090.0
PR011914,2026-05-10,MANDI017,Moga,Maize,2005.38,2184.94,2095.0,2090.0
PR009960,2026-04-24,MANDI017,Amritsar,Cotton,6161.13,7399.21,6780.17,
PR011811,2026-08-04,MANDI029,Fatehabad,Rice,1894.0,2127.36,2010.8,2183.0
PR004348,2026-07-24,MANDI024,Karnal,Maize,1982.19,2205.6,2094.0,2090.0
PR003774,2026-03-27,MANDI001,Jalandhar,Sugarcane,3523.0,3950.22,3736.62,3500.0
PR003911,2026-05-24,MANDI038,Patiala,Wheat,2090.18,2379.38,2235.0,2275.0
PR006982,2026-01-09,MANDI011,Hisar,Maize,1785.0,2115.05,1950.0,2090.0
PR007200,2026-05-04,MANDI048,Karnal,Maize,1925.0,2169.0,2046.89,2090.0
PR001917,2026-05-11,MANDI006,Fatehabad,Sugarcane,3565.02,4315.0,3939.98,3500.0
PR010797,2026-01-07,MANDI038,Ambala,चावल,2197.0,2423.36,2310.0,2183.0
PR000005,2026-05-21,MANDI005,Bathinda,Ganne,3096.0,3835.0,,
PR001844,2026-06-05,MANDI009,Jalandhar,Rice,1928.0,2199.39,2063.83,
PR008863,2026-03-09,MANDI038,Patiala,Mustard,4828.0,5461.0,5144.73,5650.0
PR000063,2026-03-18,MANDI011,Patiala,Wheat,2313.92,2732.8,,2275.0
PR001026,2026-01-22,MANDI002,Kurukshetra,Mustard,5563.72,6604.87,6084.29,
PR006090,2026-04-16,MANDI044,Ambala,Mustard,5924.49,7067.54,6496.02,
PR010640,2026-04-28,MANDI003,Fatehabad,Wheat,2133.06,2375.27,2254.17,2275.0
PR003526,2026-04-01,,Fatehabad,Maize,1974.0,2101.43,2037.87,
PR011065,2026-02-06,MANDI024,Karnal,Narma,6084.16,7072.9,6578.53,
PR000969,2026-04-29,MANDI031,Sirsa,Rice,2180.0,2339.36,2259.87,2183.0
PR000013,2026-05-20,MANDI012,Ferozepur,Maize,1892.29,2162.27,2027.28,2090.0
PR011786,2026-08-20,MANDI001,Ludhiana,Wheat,2095.28,2390.97,2243.12,2275.0
PR003863,2026-08-19,,Moga,Sugarcane,3254.0,3577.0,3415.77,3500.0
PR003537,2026-07-23,MANDI026,Sirsa,Mustard,5748.99,6834.0,6292.0,5650.0
PR011181,2026-02-24,MANDI010,Jalandhar,Cotton,6269.38,7292.85,6781.0,6620.0
PR002869,2026-06-23,MANDI005,Amritsar,Mustard,5245.09,5809.0,5527.0,5650.0
PR007613,2026-03-18,MANDI044,Agra,Mustard,5874.0,6737.0,6305.41,5650.0
PR007297,2026-09-06,MANDI044,Patiala,Cotton,5629.71,6968.48,6299.1,6620.0
PR005931,2026-02-13,MANDI007,Bathinda,Cotton,5679.26,6758.97,6219.11,
PR011815,2026-02-13,MANDI013,Bathinda,Maize,1886.0,2337.93,2112.0,2090.0
PR009174,2026-01-04,MANDI042,Ambala,Cotton,5994.23,6768.63,6381.0,6620.0
PR009563,2026-05-28,MANDI008,Karnal,Rice,1896.57,2276.17,2086.37,2183.0
PR008609,2026-05-25,MANDI027,Karnal,Wheat,1943.71,2358.95,2151.33,2275.0
PR006245,2026-06-19,,Kurukshetra,Sarso,5166.33,6214.87,5690.6,5650.0
PR000881,2026-08-04,MANDI010,Jalandhar,Cotton,5675.0,6817.48,6246.28,6620.0
PR006574,2026-06-23,MANDI014,Jalandhar,Narma,5684.27,6385.31,6034.79,6620.0
PR009158,2026-04-28,MANDI009,Bathinda,Maize,2089.97,2253.75,2171.86,2090.0
PR002492,2026-01-27,MANDI004,Bathinda,Rice,1930.23,2045.18,1987.7,2183.0
PR004135,2026-04-18,MANDI049,Muzaffarnagar,Sugarcane,3580.0,4207.13,3893.39,3500.0
PR003783,2026-04-13,MANDI017,Hisar,Sugarcane,3148.0,3590.55,3369.07,3500.0
PR008226,2026-03-16,MANDI036,Hisar,Rice,1910.74,2265.0,2088.0,
PR008087,2026-08-31,MANDI051,Moga,Maize,1844.72,2220.25,2032.0,2090.0
PR003955,2026-08-08,MANDI053,Ludhiana,Cotton,6900.91,7254.0,7077.67,6620.0
PR001922,2026-08-19,,,Maize,1873.0,2063.35,1968.0,2090.0
PR004422,2026-05-11,,Kurukshetra,Maize,1786.0,2190.05,1987.87,2090.0
PR007098,2026-07-03,MANDI032,Hisar,Sugarcane,3127.14,3662.15,3394.64,3500.0
PR006887,2026-06-30,MANDI052,Bathinda,Ganne,,3848.0,3553.0,3500.0
PR006888,2026-02-07,MANDI024,Sirsa,Cotton,5650.72,6936.18,6293.45,6620.0
PR001070,2026-03-03,MANDI029,Amritsar,Sugarcane,3286.32,3932.64,3609.48,
PR004179,2026-05-04,MANDI052,Hisar,Wheat,2368.0,2583.98,2476.0,
PR006819,2026-05-23,MANDI027,Kurukshetra,Cotton,5863.31,7259.0,6561.28,6620.0
PR010800,2026-05-04,MANDI005,Amritsar,Cotton,6462.67,6800.95,6631.81,6620.0
PR008359,2026-06-08,MANDI003,Bathinda,Sugarcane,,3424.0,3318.3,3500.0
PR002865,2026-07-14,MANDI043,Ambala,Sarso,5363.02,6572.0,5968.0,
PR004485,2026-03-04,MANDI032,Sirsa,Wheat,2325.01,2567.79,2446.4,2275.0
PR005558,2026-04-01,MANDI048,Jalandhar,Mustard,5138.0,5545.78,5342.14,5650.0
PR004048,2026-05-07,MANDI044,Agra,Sarso,5905.49,7102.47,6503.98,5650.0
PR000091,2026-02-19,MANDI036,Moga,Maize,2024.47,2528.51,2276.49,
PR001658,2026-03-07,MANDI042,Bathinda,Mustard,4950.35,5841.29,5396.0,5650.0
PR008222,2026-03-06,MANDI051,Fatehabad,Mustard,5261.77,5865.48,5563.63,5650.0
PR003085,2026-03-05,MANDI010,Jalandhar,Maize,1992.0,2329.0,2160.0,2090.0
PR011114,2026-01-17,MANDI015,Amritsar,Sugarcane,3462.0,3912.8,3687.0,3500.0
PR004722,2026-02-23,,Fatehabad,Cotton,5751.58,7085.62,6419.0,6620.0
PR010437,2026-04-01,MANDI022,Karnal,Wheat,2197.0,2710.4,2453.91,2275.0
PR010783,2026-04-02,MANDI010,Patiala,Sugarcane,3214.0,3714.07,3463.97,
PR008594,2026-01-17,MANDI036,Kurukshetra,Makki,1912.89,2388.0,2150.55,2090.0
PR011012,2026-05-17,,Kurukshetra,Sarso,5776.0,6265.0,6021.0,5650.0
PR000430,2026-02-24,MANDI017,Amritsar,Wheat,1977.3,2151.66,2064.0,2275.0
PR008578,2026-01-09,MANDI050,Fatehabad,Maize,,2250.0,2034.6,2090.0
PR007046,2026-08-18,MANDI008,Sirsa,Mustard,4900.0,5238.73,5069.16,5650.0
PR011591,2026-07-11,MANDI014,Ferozepur,Sarso,5421.06,6358.65,5889.85,
PR001810,2026-06-25,MANDI022,Kurukshetra,Sarso,4993.28,6114.51,5554.0,5650.0
PR008082,2026-02-13,MANDI050,Sirsa,Mustard,5058.0,5956.38,5507.31,5650.0
PR001108,2026-04-03,MANDI051,Ferozepur,Sugarcane,3129.26,3644.92,3387.09,
PR011511,2026-08-12,MANDI057,Ambala,Maize,2140.0,2541.0,2340.36,2090.0
PR008711,2026-05-08,MANDI002,Patiala,Cotton,6359.18,7577.3,6968.24,6620.0
PR008057,2026-06-23,MANDI016,Karnal,Mustard,5119.25,6056.0,5587.58,5650.0
PR010658,2026-03-20,MANDI015,Bathinda,Wheat,2221.84,2583.09,2402.0,2275.0
PR001898,2026-05-13,MANDI043,Kurukshetra,Rice,2200.49,2683.63,2442.0,2183.0
PR007305,2026-05-21,MANDI022,Ambala,Cotton,6934.09,8293.0,7613.0,6620.0
PR007788,2026-07-12,MANDI057,Kurukshetra,Cotton,6507.99,7463.0,6985.0,
PR000081,2026-01-12,MANDI030,Moga,Wheat,2298.63,2638.78,,2275.0
PR001256,2026-02-07,MANDI001,Moga,Sugarcane,3502.0,,3936.03,3500.0
PR010506,2026-07-09,MANDI057,Patiala,Maize,1936.0,2221.0,2078.44,2090.0
PR000448,2026-02-02,MANDI049,Fatehabad,Cotton,5889.72,6815.0,6352.0,6620.0
PR005758,2026-11-02,MANDI027,Patiala,Maize,1928.47,2240.66,2084.56,2090.0
PR005912,2026-01-23,MANDI010,Ludhiana,Mustard,5350.97,6592.05,5972.0,
PR003838,2026-02-16,MANDI029,Sirsa,Wheat,2341.94,2579.44,2460.69,2275.0
PR009219,2026-04-23,MANDI014,Patiala,Sugarcane,3384.0,3735.97,3559.74,3500.0
PR006873,2026-08-15,MANDI031,Sirsa,Sugarcane,3338.31,3690.34,3514.33,3500.0
PR007321,2026-01-18,MANDI028,Bathinda,Sugarcane,3493.58,3744.48,3619.0,3500.0
PR006112,2026-06-27,,Ambala,Sugarcane,3624.32,4324.74,3974.53,3500.0
PR004825,2026-01-26,MANDI009,Kurukshetra,Sugarcane,3302.32,3979.33,3640.82,3500.0
PR008630,2026-07-15,MANDI012,Karnal,Cotton,5683.0,6452.0,6068.0,6620.0
PR002750,2026-06-29,MANDI030,Fatehabad,Cotton,6221.77,7722.0,6971.74,6620.0
PR003816,2026-08-19,MANDI004,Patiala,Rice,1955.0,2395.79,2175.62,2183.0
PR011575,2026-06-10,,Jalandhar,Sarso,5725.0,6700.88,6213.0,5650.0
PR009581,2026-01-22,MANDI015,Patiala,Cotton,6685.0,7573.12,7128.81,6620.0
PR004264,2026-07-02,MANDI004,Bathinda,Sugarcane,3360.0,4042.0,3701.0,
PR004443,2026-02-04,MANDI036,Moga,Mustard,5836.97,6657.0,6247.0,5650.0
PR007180,2026-03-03,MANDI009,Bathinda,Maize,2177.55,,2373.65,2090.0
PR004431,2026-02-15,MANDI038,Bathinda,Rice,1946.05,2100.16,2023.1,2183.0
PR003233,2026-05-12,MANDI049,Moga,Ganne,3052.82,3589.0,3320.98,3500.0
PR006131,2026-07-07,MANDI057,Hisar,Maize,2093.84,2390.0,2241.93,2090.0
PR002397,2026-05-12,MANDI010,Sirsa,Wheat,2163.6,2400.08,2281.84,2275.0
PR008846,2026-07-03,,Sirsa,Makki,1865.66,2025.0,1945.39,2090.0
PR008911,2026-04-25,MANDI023,Patiala,Wheat,2033.32,2460.0,2246.0,2275.0
PR001122,2026-08-28,MANDI042,Ludhiana,Narma,,7444.0,7125.03,6620.0
PR011205,2026-02-06,MANDI020,Jalandhar,Sugarcane,3242.0,3744.0,3492.77,3500.0
PR000681,2026-06-13,MANDI048,Fatehabad,Cotton,6222.03,,6658.59,6620.0
PR009209,2026-05-19,MANDI014,Patiala,Rice,2051.0,2412.95,2232.0,2183.0
PR002749,2026-08-27,MANDI055,Fatehabad,Cotton,5860.12,7307.0,6583.39,6620.0
PR000267,2026-03-15,MANDI049,Fatehabad,Wheat,1989.0,2375.95,2182.6,2275.0
PR000579,2026-12-03,MANDI041,Sirsa,Mustard,4909.92,6135.37,5522.64,5650.0
PR006838,2026-01-05,MANDI057,Hisar,Mustard,5685.2,6174.75,5929.97,5650.0
PR003971,2026-03-16,MANDI010,Sirsa,Cotton,6161.33,7248.0,6705.0,6620.0
PR002796,2026-02-11,MANDI030,Karnal,Wheat,2087.0,2229.07,,2275.0
PR011187,2026-03-18,MANDI022,Kurukshetra,Rice,2068.15,2536.74,2302.44,2183.0
PR000210,2026-05-16,MANDI056,Ferozepur,Rice,1924.0,2062.0,1993.31,2183.0
PR002554,2026-08-06,MANDI013,Patiala,Mustard,4887.0,6007.0,,5650.0
PR011950,2026-04-19,MANDI044,Ambala,Narma,6195.0,7647.0,6921.26,6620.0
PR011278,2026-03-29,MANDI013,Bathinda,Rice,2279.44,2698.43,,2183.0
PR006672,2026-01-21,MANDI035,Ambala,Cotton,6095.84,6975.87,6535.86,6620.0
PR005285,2026-01-01,MANDI041,Karnal,Mustard,5270.0,6228.28,5749.0,5650.0
PR005988,2026-07-16,MANDI038,Patiala,Cotton,5742.0,6160.99,5951.0,6620.0
PR002239,2026-09-01,MANDI004,Ludhiana,Wheat,1945.0,2120.43,2033.0,2275.0
PR000312,2026-05-11,MANDI023,Karnal,Maize,2083.11,2593.99,2339.0,2090.0
PR011178,2026-03-17,MANDI056,Bathinda,चावल,2083.32,2210.0,2146.74,2183.0
PR003266,2026-03-13,MANDI014,Ludhiana,Sugarcane,3122.43,,3393.0,3500.0
PR000458,2026-03-23,MANDI024,Kurukshetra,Mustard,5456.76,6427.0,5941.86,5650.0
PR000903,2026-07-19,MANDI036,Karnal,Narma,6775.02,7402.24,7089.0,6620.0
PR003678,2026-05-07,MANDI031,Fatehabad,Makki,1913.0,2051.0,1982.0,2090.0
PR002320,2026-08-28,MANDI029,Sirsa,Mustard,5180.0,5921.16,5550.73,5650.0
PR003646,2026-08-16,MANDI031,Karnal,Wheat,2028.96,2529.04,2279.0,2275.0
PR010577,2026-08-12,MANDI012,Ferozepur,Mustard,5199.0,6152.52,5675.72,5650.0
PR011313,2026-03-30,MANDI009,Moga,Sugarcane,3422.09,,3772.19,3500.0
PR002851,2026-06-20,MANDI045,Fatehabad,Wheat,2149.83,2546.0,2348.0,2275.0
PR002794,2026-08-15,MANDI049,Fatehabad,Wheat,1967.8,2432.0,2200.0,
PR006309,2026-04-19,MANDI032,Kurukshetra,Ganne,3483.0,4191.36,3837.0,
PR007172,2026-05-13,MANDI022,Moga,Mustard,,5573.14,5256.0,5650.0
PR005681,2026-03-26,MANDI052,Fatehabad,Chawal,2289.06,2455.9,2372.0,2183.0
PR000307,2026-07-22,MANDI019,Fatehabad,Chawal,2241.0,2685.0,,2183.0
PR001015,2026-06-08,MANDI041,Fatehabad,Wheat,1938.68,2240.37,2089.52,
PR009203,2026-06-11,MANDI009,Ludhiana,Cotton,6808.22,8308.0,7558.0,6620.0
PR007627,2026-02-10,MANDI011,Bathinda,Wheat,2157.87,2587.0,2372.23,2275.0
PR001013,2026-01-08,MANDI005,Karnal,Wheat,1974.0,2087.18,2030.42,2275.0
PR006860,2026-05-12,MANDI008,Ferozepur,Wheat,2143.0,2467.42,2305.24,2275.0
PR004203,2026-03-19,MANDI004,Karnal,Maize,2041.93,2185.0,2113.0,2090.0
PR001116,2026-04-23,MANDI055,Bareilly,Cotton,6808.69,7506.14,7157.42,6620.0
PR000893,2026-01-02,MANDI016,Fatehabad,Cotton,6393.08,7086.68,6739.88,6620.0
PR010705,2026-01-19,MANDI032,Karnal,Wheat,2330.69,2572.18,2451.43,
PR004621,2026-05-23,MANDI042,Sirsa,Maize,2141.41,2533.37,2337.0,2090.0
PR009854,2026-07-31,MANDI026,Amritsar,चावल,1986.16,2464.73,2225.44,2183.0
PR010085,2026-04-22,MANDI047,Hisar,Wheat,1992.0,2212.74,2102.28,2275.0
PR009253,2026-07-15,,Sirsa,Wheat,2031.31,2269.0,2150.0,2275.0
PR006440,2026-06-18,MANDI039,Jalandhar,Sugarcane,3454.0,4003.48,3729.0,
PR011299,2026-04-11,MANDI022,Moga,Cotton,5709.0,7083.52,6396.15,6620.0
PR005042,2026-04-03,MANDI025,Bathinda,Sugarcane,3441.95,3653.96,3548.0,
PR000294,2026-06-24,MANDI027,Fatehabad,Rice,2259.96,2717.72,2488.84,2183.0
PR007322,2026-01-03,MANDI056,Fatehabad,Rice,1922.06,2183.65,,
PR004211,2026-05-16,MANDI014,Karnal,Cotton,6834.0,7343.26,7088.55,6620.0
PR010507,2026-07-12,MANDI036,Moga,Rice,2089.98,2309.27,2199.62,2183.0
PR004293,2026-02-14,MANDI056,Bareilly,Cotton,6535.2,7815.13,7175.0,6620.0
PR008495,2026-03-07,MANDI041,Karnal,Cotton,5898.85,6286.57,6092.71,6620.0
PR001928,2026-06-24,MANDI053,Ambala,Mustard,5271.94,6430.61,5851.28,5650.0
PR003675,2026-03-22,MANDI021,Ferozepur,Sarso,5276.15,6099.22,5687.68,5650.0
PR009205,2026-02-22,MANDI021,Hisar,Mustard,5445.96,5908.96,5677.46,5650.0
PR005188,2026-04-04,MANDI040,Bathinda,Maize,2166.97,2407.48,2287.0,2090.0
PR006656,2026-05-14,MANDI007,Hisar,Mustard,5267.22,5673.38,5470.3,
PR002086,2026-02-22,MANDI029,Ferozepur,Mustard,4852.0,5324.41,5088.06,
PR001735,2026-03-27,MANDI033,Ferozepur,Sarso,5827.99,7187.61,6507.8,5650.0
PR000079,2026-01-14,MANDI039,Bathinda,Sugarcane,,3425.0,3212.25,3500.0
PR007943,2026-05-15,MANDI017,,Makki,1792.49,1951.38,1871.94,2090.0
PR005632,2026-09-04,,Hisar,Sarso,5044.83,5690.0,5367.0,
PR000494,2026-08-21,,,Sarso,5825.0,6208.39,6016.52,5650.0
PR005361,2026-01-25,MANDI046,Moga,Wheat,2383.45,2528.4,2455.93,2275.0
PR010762,2026-03-21,MANDI056,Kurukshetra,Cotton,6453.0,7885.13,7168.92,6620.0
PR000769,2026-03-25,MANDI036,Sirsa,Cotton,6934.06,8082.0,7508.21,6620.0
PR011600,2026-10-02,MANDI006,Amritsar,Chawal,2005.36,2422.03,2213.7,2183.0
PR008986,2026-04-22,MANDI037,Bathinda,Ganne,3406.43,3739.22,3572.82,
PR006851,2026-07-26,MANDI038,Patiala,Wheat,1958.62,2255.68,2107.15,2275.0
PR005606,2026-03-10,MANDI047,Fatehabad,Wheat,2207.0,2433.0,2320.19,2275.0
PR001043,2026-06-22,,Ambala,Rice,1937.69,2191.71,2064.7,2183.0
