sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent
SEN003,2026-08-13 13:10:03 UTC,86,F,33.4,MM,78
SEN039,,35.3,Celsius,15.1,millimeters,45
SEN017,2026-03-11 13:24:31 UTC,76.3,�F,1.11,in,72
SEN048,2026-02-13 01:07:38 IST,26.4,c,42.4,millimeters,39
SEN036,2026-02-24T02:00:07,23.6,�C,33.9,millimeters,58
SEN014,2026-05-17 15:49:13 UTC,33,�C,19.9,MM,43
UNKNOWN,2026-09-09 16:35:52 IST,16.9,Celsius,0.57,inch,95
SEN046,2026-03-04 14:04:23 UTC,22.6,c,15.8,MM,51
SEN038,,23.6,c,29.2,millimeters,63
SEN029,2026-08-14 18:48:05 UTC,39.1�C,,9.2,MM,89
SEN013,2026-03-21 19:25:54 UTC,21.9,c,1.74,inches,59
SEN006,2026-05-25 09:10:06 UTC,75,Fahrenheit,31.1,MM,36
SEN008,2026-04-05 15:37:03 UTC,28.9,c,8.8,millimeters,76
SEN004,2026-05-05 13:06:14 IST,39.7,Celsius,NA,,90
SEN050,2026-02-27 03:54:53 IST,30.3�C,,13.7,millimeters,74
SEN026,,17.1�C,,NA,,93
SEN015,,64,�F,38,millimeters,57
SEN050,,21.9,�C,-3.3,mm,83
SEN030,2026-07-30 21:19:01 UTC,25.1�C,,-43.7,mm,69
SEN031,2026-07-15 06:31:52,84.9,Fahrenheit,4.8,millimeters,73
SEN021,2026-03-27 11:37:28 UTC,87.3,�F,27.1,MM,34
SEN032,2026-06-14 09:50:16 UTC,92.8,F,5.3,MM,63
SEN038,2026-05-25 14:06:18 UTC,38.1,c,1.4,inch,81
SEN021,2026-07-30 13:49:05 UTC,64.2,�F,1.21,in,34
SEN009,2026-07-15 19:03:25 UTC,62.1,F,5.9,mm,45
SEN028,,34.3�C,,23.2,millimeters,81
SEN018,2026-08-28 05:16:22 UTC,95.2,�F,16,MM,54
SEN024,2026-08-12T03:22:50,22.8,c,40.1,millimeters,68
SEN043,2026-09-04 07:57:46 UTC,31.7,c,25.5,millimeters,
SEN031,,89.4,F,0.65,inch,86
SEN024,2026-08-01 14:08:38 IST,27.4,�C,31.9,mm,35
SEN023,2026-02-14 02:25:51 IST,86.9,�F,0.04,inches,83
SEN045,2026-03-28 09:32:58 IST,15.2,Celsius,15.4,millimeters,46
SEN036,2026-05-29 06:51:46 IST,59.7,F,1.47,inches,63
SEN031,31/01/2026 22:59,23.7,Celsius,-12.8,mm,65
SEN016,2026-08-23 06:26:59 UTC,86.7,f,1.27,inch,76
SEN032,2026-08-26 08:04:18 UTC,77.2,Fahrenheit,1.44,inch,69
SEN032,,20.9�C,,39.9,mm,39
SEN040,2026-04-10 23:29:58 UTC,22.8,�C,1.54,inches,93
SEN036,2026-07-12 09:49:40 IST,16.3,C,34.4,mm,36
SEN048,2026-03-26 12:05:42 UTC,29.8,c,33.4,millimeters,54
SEN012,2026-08-20 13:53:03 IST,93,Fahrenheit,28.7,MM,64
SEN031,2026-05-21 15:21:27 UTC,20.3,c,-45.9,mm,61
SEN018,28/05/2026 21:45,73,�F,1.44,in,81
SEN015,2026-06-07 07:37:54 UTC,35.2,c,-23.6,mm,73
SEN003,2026-06-12 09:13:24 UTC,29,�C,31.7,mm,89
SEN007,2026-08-18 05:03:06 IST,15.1,C,21,MM,63
SEN040,2026-05-21 17:06:46 IST,17,�C,34.1,mm,81
SEN031,2026-04-04 21:09:15 IST,33.5,C,-37,mm,95
SEN032,2026-04-23 13:54:00 IST,72.9,f,23,mm,
SEN042,2026-07-20 19:36:31 UTC,32.5,c,-23.3,mm,46
SEN049,2026-05-26 03:53:21 UTC,24.5,C,8.9,MM,
SEN021,2026-01-08 10:27:06 UTC,18.0�C,,10,mm,41
SEN005,2026-06-21 16:06:40,33.9,�C,27,mm,75
SEN016,2026-03-05T02:51:14,21.8,Celsius,-13.9,mm,
SEN047,2026-07-16 13:47:00 IST,67.6,Fahrenheit,-6,mm,90
SEN048,2026-03-02 01:19:15 IST,15.6,c,23.5,MM,76
SEN027,18-Apr-2026 08:13:37,21,c,16.4,MM,81
SEN044,,28.6,C,1.62,inches,95
SEN025,2026-02-15 19:17:06 IST,81.5,Fahrenheit,23.3,mm,53
SEN034,2026-04-14 09:28:55 UTC,79.5,F,1.36,in,74
SEN040,2026-03-18 01:15:10 UTC,84.7,�F,23.4,mm,82
SEN013,2026-07-19T23:29:27,70.5,F,NA,,82
SEN031,2026-02-18 11:07:02 UTC,63.9,f,14.8,mm,72
SEN048,,62.1,f,25.6,millimeters,67
SEN028,2026-04-03 20:54:47 UTC,67.6,�F,-40.9,mm,55
SEN026,2026-06-02 17:11:57 IST,37,C,45.9,MM,30
SEN004,,34.0�C,,-42.2,mm,45
SEN044,2026-01-23 11:42:48 IST,15.0�C,,1.06,in,
SEN022,2026-08-04 05:08:08 UTC,68.9,F,13.4,mm,91
SEN021,2026-07-17 22:03:18 IST,89.6,F,0.26,in,74
SEN023,2026-05-19 06:03:52 IST,25.6,�C,24.2,MM,40
SEN047,2026-08-09 11:29:23 IST,75.6,�F,33.7,mm,
SEN012,,76.6,f,6.7,mm,95
SEN005,2026-04-19 17:53:04 UTC,31.8,c,0.45,in,32
UNKNOWN,2026-08-22 05:45:52 IST,37.2,C,1.39,inch,42
SEN004,2026-08-24 19:52:43 UTC,17.5,�C,0.22,in,85
SEN011,2026-04-10 22:02:04 IST,27.2,c,25.3,millimeters,78
SEN041,2026-01-02 01:33:00 IST,25.9�C,,0.25,inches,
SEN048,2026-07-23 07:33:37 UTC,75,f,-5.6,mm,50
SEN039,2026-04-09 04:49:55 UTC,39.8�C,,14.1,millimeters,80
SEN027,11/07/2026 16:28,38.8,c,0.67,in,
SEN050,23/08/2026 06:35,23.3�C,,49.9,mm,74
SEN047,2026-05-25 20:51:11 IST,94.3,f,-47.9,mm,50
SEN010,2026-08-10 08:15:14 UTC,103.5,F,34.6,mm,59
SEN033,,95.5,�F,0.11,inch,30
SEN034,,78.8,�F,20.2,mm,88
SEN005,2026-07-31 01:20:20 IST,80.4,�F,30.6,MM,80
SEN029,2026-01-19 01:52:53 UTC,29.7,C,32,mm,32
SEN041,2026-05-24 18:46:19 UTC,28.7,C,28.2,mm,80
SEN029,2026-05-23 06:18:10 IST,34.7�C,,NA,,34
SEN029,2026-02-05 13:36:43 UTC,95.4,F,1.45,in,59
SEN005,2026-09-05 02:59:45 IST,23.8�C,,NA,,70
SEN025,,23.2�C,,-3.2,mm,72
SEN014,2026-05-27 04:34:23 IST,25.8,�C,NA,,64
SEN016,2026-05-17T06:36:29,33.5,�C,25.2,MM,38
SEN044,,69.1,Fahrenheit,27.9,MM,31
SEN034,2026-07-20 05:44:41 UTC,29,C,41,mm,82
SEN040,2026-01-09 21:36:30 UTC,100.8,�F,10.9,millimeters,57
SEN046,2026-04-29 07:59:55,74.7,F,20.1,millimeters,68
SEN034,2026-07-30 20:35:36 IST,34.9,�C,0.4,inches,34
SEN028,2026-07-31 06:40:19 IST,80.8,�F,3.6,millimeters,94
SEN018,2026-07-08 22:17:51 UTC,89.2,F,-44.2,mm,46
SEN041,2026-05-23 18:44:07,65.1,�F,11.1,MM,76
SEN024,2026-09-01 21:28:04 UTC,84.4,�F,0.9,millimeters,33
SEN024,2026-05-20 00:46:20 IST,26.6,Celsius,15.6,millimeters,69
SEN046,2026-07-29 23:33:16 UTC,35.1,c,25.7,mm,69
SEN013,2026-04-30 18:42:28,34.8,C,NA,,32
SEN017,01-Jul-2026 03:10:14,17.4,c,3.5,mm,91
SEN042,2026-06-18 05:24:52 IST,71.1,F,46.5,MM,59
SEN049,2026-08-18 04:14:54 IST,72.9,F,24.6,MM,91
SEN004,2026-03-07 07:23:18 IST,70.9,F,NA,,44
SEN025,2026-01-25 09:53:39 IST,17,C,34.3,millimeters,83
UNKNOWN,2026-07-06 07:00:18 IST,32.8,C,3.1,mm,89
SEN028,2026-07-08 15:45:22 UTC,85.6,Fahrenheit,8.9,MM,30
SEN037,2026-03-17 01:47:22 UTC,101.3,�F,23.1,MM,30
SEN047,,65.3,f,13.3,millimeters,67
SEN040,2026-02-24 00:37:48 IST,32.2,Celsius,1.68,in,72
SEN017,2026-08-17 22:44:12,20.2,�C,NA,,48
SEN027,2026-04-27 22:05:32 UTC,85.1,�F,1.17,in,58
SEN016,2026-04-10 19:19:31 IST,29.2,Celsius,28.3,MM,89
SEN050,2026-06-23 00:26:51 UTC,35.1,c,27.4,MM,38
SEN011,2026-03-15 12:49:37 IST,68.7,Fahrenheit,35.1,millimeters,37
SEN034,2026-05-08 15:12:06 IST,73.9,Fahrenheit,0.92,in,30
SEN034,2026-06-08 10:27:35 IST,31.5�C,,0.89,inches,45
SEN029,2026-05-09 02:23:48 IST,101.5,Fahrenheit,34.1,millimeters,56
SEN032,2026-05-09 03:19:23 IST,101.5,f,-44.2,mm,32
SEN006,21/07/2026,35.6,Celsius,44.5,MM,90
UNKNOWN,2026-03-23 21:35:05 IST,24.9�C,,20.4,MM,
SEN043,2026-06-25 08:04:42 IST,67.8,f,1.11,in,35
SEN019,2026-07-29 13:49:42 IST,20.7�C,,0.56,inch,58
SEN040,2026-02-11 02:39:54 IST,64.6,f,38.3,mm,41
SEN028,,21.5,c,1.87,inches,67
SEN025,2026-08-16 07:05:18 IST,73,f,47.2,MM,76
SEN001,2026-06-12 08:25:56 UTC,88.9,�F,1.35,in,
SEN033,2026-09-07 07:11:32 UTC,99.9,f,31.7,mm,87
SEN029,2026-03-14 12:44:39 IST,60.4,f,36.1,MM,59
SEN017,2026-07-24 13:22:51 UTC,82.2,Fahrenheit,1.74,in,72
SEN003,2026-01-07 22:15:16 IST,77.2,Fahrenheit,0.14,inch,81
SEN011,2026-04-16 07:08:21 UTC,26.8�C,,-19.6,mm,49
SEN024,2026-06-05 10:52:36 IST,21.3�C,,41.8,millimeters,
SEN012,2026-05-28 17:01:16 IST,15.9�C,,0.48,inch,76
SEN023,2026-09-08 09:07:44 IST,24.6,�C,0.31,inches,45
SEN035,2026-06-13 02:06:35 IST,21,C,1.81,inch,89
SEN012,2026-08-26 03:40:22 UTC,37.4,C,0.94,in,86
SEN032,2026-07-26 00:16:30 IST,24.9,�C,1.4,mm,70
SEN039,2026-05-12 15:01:28 UTC,38.6,c,-10.7,mm,54
SEN005,2026-02-21 11:29:35 IST,89.1,Fahrenheit,19.2,mm,81
SEN023,2026-05-16 21:49:02 IST,82.6,Fahrenheit,2.5,mm,75
SEN027,2026-03-25 04:05:09 IST,35.8,C,30.6,millimeters,62
SEN009,,74.7,Fahrenheit,0.72,in,91
SEN039,2026-06-30 03:56:02 UTC,29.1,Celsius,NA,,89
SEN030,2026-08-02 15:13:24 IST,37.9,Celsius,5,millimeters,86
SEN001,,18.3,C,44.5,MM,46
SEN013,2026-03-07 18:01:27 IST,24.3,�C,0.9,MM,47
SEN011,2026-05-07 00:22:26 IST,26.8,c,46.3,MM,31
SEN020,2026-05-30 03:30:38 IST,17.2�C,,13.7,MM,
SEN019,2026-04-04 23:10:50 UTC,27.4,C,42.3,MM,66
SEN027,2026-07-02 09:28:22 UTC,64,f,31.6,MM,75
SEN005,2026-05-04 10:55:28 IST,37.5,Celsius,48.6,mm,75
SEN028,2026-03-29 20:55:36 IST,80.6,f,0.7,in,62
SEN044,,36.9�C,,21.3,mm,58
SEN002,2026-04-19T11:42:48,23.1,C,-13.8,mm,
SEN014,,83.8,F,17,MM,40
SEN046,,33,C,2.1,MM,30
SEN026,,99.9,Fahrenheit,29.1,MM,93
SEN036,2026-02-08 10:13:59 IST,20.9,C,40.4,mm,87
SEN002,2026-04-04 13:05:31 UTC,76.1,f,5.8,MM,32
SEN005,2026-05-21 04:27:29 UTC,29.4,c,-15.5,mm,90
SEN003,2026-04-08 13:19:16 IST,37.0�C,,7.4,MM,42
SEN046,2026-02-05 21:25:00 IST,39.2,�C,42.4,millimeters,49
SEN016,2026-04-21 20:42:45 UTC,18.4,C,-37.2,mm,39
SEN040,2026-02-04 18:14:53 UTC,15.7,Celsius,48,MM,88
SEN039,2026-09-08 20:40:19 UTC,27.7,c,0.91,inches,65
SEN018,2026-04-07 20:08:16 IST,88.3,f,0.66,in,60
SEN022,,23.4,C,34.7,millimeters,74
SEN007,,24.9,C,0.5,MM,41
SEN013,2026-01-05 16:19:36 IST,95,�F,41.6,MM,77
SEN040,2026-09-09 06:58:13 UTC,17.6,c,0.9,inches,52
SEN029,2026-08-29 09:50:03 IST,75.2,F,28.8,MM,64
SEN035,2026-02-16T05:10:24,37.2�C,,-5.7,mm,39
SEN046,2026-07-02 01:54:47 IST,36.5�C,,0.22,in,76
SEN021,2026-06-27 04:07:01 IST,67.1,�F,1.96,inches,77
SEN001,2026-05-01 18:52:05 IST,33.0�C,,41,mm,
SEN029,2026-04-12 08:10:42 UTC,33.3,Celsius,22.4,MM,
UNKNOWN,,95.4,�F,0.92,in,37
SEN014,2026-05-21 21:46:48 IST,31,C,11.9,mm,75
SEN033,2026-04-13 04:45:02 IST,101.7,F,30.2,mm,
SEN001,,15.9�C,,-36.3,mm,91
SEN040,2026-02-19 02:38:14 IST,37.5�C,,33.9,mm,80
SEN016,2026-01-15 20:41:19 IST,27.3�C,,NA,,60
SEN029,2026-08-23 18:49:55 IST,29.7,c,14.4,MM,
SEN048,01-13-2026 03:09 PM,75.9,�F,41,MM,85
SEN025,2026-03-07 19:32:57 IST,89.8,f,NA,,94
SEN033,2026-03-31 22:17:11 IST,37.6,c,20.3,millimeters,92
SEN036,2026-07-25 04:00:27 UTC,26.3,�C,1.56,in,75
SEN005,2026-03-11 21:10:35 UTC,86.7,�F,0.08,in,36
SEN047,2026-08-18 13:38:35 IST,28.9,C,31.1,MM,62
UNKNOWN,2026-07-20 03:35:09 IST,98.6,Fahrenheit,32,MM,
SEN033,,101.3,�F,42.5,millimeters,76
SEN045,2026-01-25 14:11:11 IST,75,Fahrenheit,47.5,mm,55
SEN012,2026-01-06 19:37:43 UTC,38.5,�C,1.69,inch,57
SEN038,2026-08-11 19:34:50,81.5,F,1.2,inches,67
SEN003,2026-01-26 02:21:04 IST,37.3,Celsius,19.3,mm,93
SEN007,,37.8,Celsius,49.2,mm,52
SEN003,,19.8,Celsius,32.5,mm,
SEN019,2026-05-15 03:49:49 UTC,21.7,Celsius,1.46,inches,51
SEN044,2026-06-13 12:57:36 UTC,27.6�C,,0.41,inches,76
SEN037,2026-08-06 06:23:01,30.7,�C,33.1,MM,33
SEN012,25/01/2026,26,C,38.2,mm,59
SEN037,2026-02-17 22:48:12 IST,67.6,F,7.1,millimeters,31
SEN011,2026-04-02 19:41:25 UTC,65.7,Fahrenheit,8.4,mm,57
SEN005,2026-03-04 18:33:35 UTC,24.1,Celsius,42.9,millimeters,51
UNKNOWN,21/05/2026 00:22,33.2,�C,14.2,mm,53
SEN004,,24.3,C,11.3,mm,
SEN001,2025-12-31 18:53:23 UTC,86.7,�F,15.7,mm,56
UNKNOWN,2026-08-13 05:18:18,36.6,�C,1.13,in,91
SEN045,2026-01-30 11:02:03 UTC,27.4,c,NA,,50
SEN035,2026-06-30 10:23:08 UTC,39,c,14.7,MM,94
SEN044,2026-06-04 22:06:55 IST,35.2,�C,1.56,inch,84
SEN043,2026-02-21 10:46:59 UTC,27.4,c,38.4,millimeters,84
SEN017,2026-03-26 16:08:49 IST,63.9,Fahrenheit,0.1,mm,72
SEN036,2026-01-13 05:57:15,70.3,f,43.2,MM,78
SEN038,2026-01-10 08:49:11 IST,25.2,Celsius,-27.8,mm,74
SEN031,2026-08-19 17:02:16 UTC,17.8,�C,5.4,MM,76
SEN002,2026-07-14 11:20:02 IST,25.6,Celsius,22.3,millimeters,
SEN010,2026-03-31 13:57:32 UTC,30.2�C,,12.4,mm,62
SEN027,2026-07-25 20:30:33 IST,89.2,Fahrenheit,5.7,MM,
SEN046,2026-01-15 03:49:08,16,C,4.1,millimeters,52
SEN039,2026-02-01 09:10:24 IST,65.5,f,1.2,inch,83
SEN008,2026-08-14 02:31:35 IST,15.5,Celsius,47,millimeters,45
SEN043,,83.1,f,NA,,79
SEN023,2026-02-26 19:49:33 IST,22.7,Celsius,-44.9,mm,
SEN012,28/07/2026 23:44,71.1,Fahrenheit,-10.1,mm,75
SEN037,,35.5,�C,10.9,mm,48
SEN045,2026-05-31 00:12:08 UTC,17.6�C,,-3.7,mm,44
SEN042,2026-02-19 20:22:44 IST,66.2,f,40.6,millimeters,60
SEN007,2026-07-17 09:45:35 IST,16,Celsius,NA,,62
SEN023,2026-01-05 06:17:52 UTC,21.6,C,1.8,millimeters,52
SEN009,,21.4�C,,0.17,in,
SEN013,2026-01-04 13:48:01 IST,84.4,�F,17.4,mm,88
SEN007,2026-05-14 15:32:16 IST,31.6,�C,42.5,mm,43
SEN029,2026-07-25 05:23:20 IST,29.7,Celsius,33.2,MM,92
SEN027,2026-06-14 08:42:34 IST,18.5,c,0.4,mm,66
SEN044,2026-03-31 05:23:32 UTC,31.6,c,0.68,in,94
SEN015,2026-06-22 15:53:25 UTC,76.8,f,24.3,MM,80
SEN018,2026-05-12 12:59:42 UTC,37.1,�C,0.68,inches,63
SEN018,2026-08-22 08:20:56,81,Fahrenheit,11.6,mm,53
SEN019,23-Jul-2026 15:36:27,21.9,Celsius,14,millimeters,69
SEN002,2026-02-12 08:23:58,26.8,c,29.6,mm,34
SEN027,2026-03-29 11:40:21 IST,22.1�C,,28.4,mm,66
SEN024,2026-04-15 02:37:28 IST,102.4,F,1.59,inch,72
SEN008,2026-07-24 23:02:10 IST,36.6,Celsius,21.8,mm,
SEN047,2026-07-03 18:59:04 UTC,22.3,C,29.1,MM,53
SEN013,,32.5,C,49.4,millimeters,65
SEN007,03-Jun-2026 16:47:35,18.2,�C,39.6,millimeters,55
SEN013,2026-07-16 18:50:53 UTC,17.4,C,47.4,millimeters,46
SEN036,2026-03-03 03:58:23 UTC,82.9,�F,23,mm,69
SEN020,2026-05-06 01:00:50 UTC,28.2,�C,23.1,MM,87
SEN037,,31.9,c,9.3,MM,58
SEN049,2026-09-09 11:43:19 IST,37.7�C,,30,millimeters,82
SEN021,04-Jul-2026 15:34:36,16.9,�C,0.37,inches,69
SEN050,2026-06-24 20:14:12 UTC,33.2�C,,0.37,inches,76
SEN050,2026-05-28 00:54:55 IST,102.9,�F,1.41,inch,77
SEN048,2026-05-21 15:21:22 UTC,26.5,c,23.4,millimeters,64
SEN004,2026-03-13 18:26:28 IST,70.2,�F,23.1,MM,63
SEN040,2026-07-20 21:52:34 IST,94.3,Fahrenheit,-49.7,mm,44
SEN025,,35.5,c,NA,,58
SEN032,2026-07-20 21:12:00 UTC,72.1,Fahrenheit,1.21,inches,32
SEN050,2026-02-13 09:34:17 UTC,69.1,F,38.6,millimeters,53
SEN019,2026-07-12 16:29:13 UTC,100.6,F,NA,,58
SEN036,2026-02-23 02:58:21 IST,35.3�C,,48.4,millimeters,
SEN038,2026-01-09 21:34:18 IST,21,�C,32,mm,38
SEN001,2026-04-24 17:04:30 IST,16.2�C,,1.11,inches,94
SEN035,05-Sep-2026 02:34:10,27.7,c,-8.1,mm,52
SEN025,2026-05-23 04:00:50 IST,27.8,C,1.55,in,75
SEN019,2026-04-27 05:34:17 UTC,26.8,�C,14.1,MM,49
SEN041,2026-05-04 02:55:20 IST,32.4,c,20.5,mm,30
SEN017,2026-01-19 06:39:06 UTC,26.3,c,0.48,in,36
SEN006,2026-03-29 14:20:44 UTC,24.8,c,43.1,millimeters,66
SEN028,,38.2,c,14.5,MM,70
SEN008,2026-05-19 18:50:48 UTC,27.1,c,0.14,inches,92
SEN044,2026-04-22 08:49:59 IST,65.7,�F,4.3,MM,
SEN029,2026-08-18 22:30:48 UTC,23.9,C,38.3,MM,82
SEN046,2026-04-16 10:35:23 UTC,100.8,Fahrenheit,1.4,in,75
SEN040,2026-06-16 12:06:31 IST,101.1,Fahrenheit,10,millimeters,50
UNKNOWN,2026-03-14 16:40:37 IST,68,�F,46.8,MM,70
SEN050,2026-08-13 01:55:24 UTC,18,C,1.28,in,33
SEN050,09-Apr-2026 13:45:00,67.1,F,-49.1,mm,69
SEN010,2026-06-17 21:51:14 IST,16.8,c,14.8,millimeters,55
SEN039,2026-04-11 05:24:04 UTC,17.2,Celsius,25.5,MM,80
SEN023,2026-05-08 09:05:11 UTC,97.7,F,17,mm,94
SEN009,2026-04-30 16:28:47 IST,16.3,c,15,MM,44
SEN021,06/02/2026 16:13,25.4,c,NA,,64
SEN011,2026-07-17 13:32:49 IST,39.1,C,27.9,mm,55
SEN004,2026-02-20 06:08:52 UTC,85.3,Fahrenheit,19.2,mm,77
SEN036,,100.2,F,-10.5,mm,
SEN008,2026-03-10 22:45:05 UTC,20.7,c,1.27,in,61
SEN025,2026-01-22 23:57:57 UTC,26.4,C,-15.8,mm,86
UNKNOWN,2026-07-15 04:19:48 UTC,61.2,Fahrenheit,17.1,mm,74
SEN032,,21.6,c,30.7,millimeters,49
SEN022,01-31-2026 06:15 AM,71.4,�F,-15.9,mm,93
SEN046,09-Apr-2026 06:13:28,32,C,11.9,mm,87
SEN008,27/02/2026 16:39,18.0�C,,38.6,millimeters,36
SEN035,2026-01-17 16:01:32 UTC,37.7,c,-39.5,mm,91
SEN050,2026-06-19 06:33:51 IST,21.6,C,6.9,MM,66
UNKNOWN,2026-02-07 00:31:52 IST,94.3,f,9.9,millimeters,
SEN036,2026-01-07 22:00:03 IST,68.2,Fahrenheit,45.8,MM,38
SEN001,,85.3,�F,0.94,inches,45
SEN044,,30.2,Celsius,1.3,in,41
SEN001,2026-07-24 21:39:42 IST,28.8,Celsius,44.1,mm,32
SEN040,2026-03-05 18:26:40 UTC,37.2,c,-12.6,mm,72
SEN013,2026-01-01 10:21:31 UTC,35.4,Celsius,19.8,millimeters,
SEN007,2026-06-23 17:01:07 IST,100.2,�F,21.4,mm,71
SEN042,2026-05-05 04:58:56 IST,25.8,c,NA,,36
SEN034,2026-04-22 11:34:50 IST,61.2,Fahrenheit,38.3,MM,32
SEN010,,21.4,C,-42.2,mm,
SEN001,2026-01-02 15:49:57 IST,22.9,�C,33.6,mm,65
SEN018,2026-07-29 21:00:50 IST,67.8,�F,10.3,MM,51
SEN039,2026-06-01 13:05:25 IST,25.0�C,,45.1,millimeters,54
UNKNOWN,2026-03-08 14:16:31 IST,28.3,�C,1.82,inches,74
UNKNOWN,2026-01-01 09:04:06 IST,16.5�C,,1.85,inches,83
SEN006,2026-03-19 22:51:56 IST,83.7,�F,31.9,millimeters,66
SEN022,2026-03-10 01:29:14 IST,89.2,�F,1.5,in,
SEN010,,86.7,�F,49,millimeters,
SEN025,2026-04-10 12:03:07 IST,94.6,f,20.3,MM,55
SEN043,2026-08-30 05:21:38 UTC,19.5,Celsius,7.4,millimeters,52
SEN026,2026-01-18 00:02:36 UTC,23.4�C,,18.3,millimeters,61
SEN015,2026-02-21 21:28:35 UTC,98.8,f,49.7,millimeters,49
SEN031,2026-08-20 20:50:21 IST,80.8,�F,-23.4,mm,70
SEN003,2026-04-08 07:03:57,32.6,c,42.6,mm,73
SEN009,2026-05-15 14:34:57 IST,32.6,c,10.8,MM,80
SEN047,2026-07-15 03:00:26 UTC,38.3�C,,13.6,mm,90
SEN049,2026-05-18 09:34:26 IST,66.7,�F,49.6,mm,71
SEN027,2026-03-31 08:08:37 IST,29.1�C,,3.5,millimeters,54
SEN046,2026-08-12 10:01:00 IST,39.8�C,,34.8,mm,65
SEN041,2026-04-12 10:28:35 IST,87.4,�F,26.1,mm,48
SEN013,2026-07-26 06:14:40 IST,99.3,f,37.7,MM,50
SEN019,2026-06-13 13:54:51 IST,26.9,�C,3.4,MM,87
SEN041,2026-05-17 18:00:28 UTC,84.7,F,6.4,millimeters,78
SEN007,2026-08-13 23:44:27 UTC,21.4,c,41.3,MM,91
SEN009,2026-01-16 11:46:59 UTC,37.7,c,13.6,MM,30
UNKNOWN,2026-02-25 06:39:30 UTC,27.5�C,,1.89,in,88
SEN032,2026-01-04 05:59:50 UTC,16.2�C,,NA,,74
SEN003,2026-05-03 11:11:33 UTC,26.1,c,0.53,in,59
SEN023,2026-05-10T21:31:05,31.5,C,1.15,in,65
SEN025,2026-05-22 02:46:28 UTC,20.4�C,,4.7,mm,59
SEN006,2026-05-07 17:06:10 IST,39.6�C,,1.07,inch,75
SEN030,2026-06-27 03:39:11 IST,35.6�C,,-13.1,mm,37
SEN041,2026-06-29 21:04:46 IST,32.6,Celsius,1.69,inches,44
SEN029,10/07/2026 06:07,66.6,f,9.5,mm,30
SEN047,2026-07-30 00:07:17 IST,59.9,Fahrenheit,25.9,millimeters,71
SEN026,2026-08-29 00:40:05 IST,31.4�C,,0.61,in,37
SEN036,2026-04-18 15:24:25 IST,82.4,F,22.7,MM,44
SEN050,2026-03-30 08:55:28 IST,64.8,f,34.6,MM,33
SEN013,2026-01-10 15:28:57 UTC,37.3�C,,-45.2,mm,
SEN004,2026-04-06 18:50:56 UTC,38.4�C,,39.2,MM,36
SEN009,24-Mar-2026 03:12:15,17.3,�C,5.3,millimeters,51
SEN040,2026-07-07 01:23:43 UTC,17.2,Celsius,49.4,MM,82
SEN036,2026-04-27 03:12:25 IST,39.8,C,-31.7,mm,67
SEN009,2026-01-28 22:26:53,24.3,Celsius,1.7,in,61
SEN023,2026-04-12 11:40:31 IST,86,f,32,mm,80
SEN035,2026-04-01 14:03:48 IST,68.9,F,45.4,millimeters,87
SEN002,2026-04-22 23:27:36 IST,16.3,C,1.25,inches,60
SEN031,2026-08-14 22:52:00 IST,34.2,c,0.2,mm,
SEN039,,19.7�C,,22,MM,66
SEN005,2026-08-03 02:31:38 IST,18.1�C,,14.9,MM,35
SEN032,2026-08-05 11:31:17 IST,18,C,30.4,MM,36
SEN001,2026-05-31 00:00:39 UTC,16.5,C,0.74,in,40
SEN045,,21.2�C,,1.77,inches,75
UNKNOWN,2026-07-18 12:32:06 IST,24.1,Celsius,46.7,mm,
SEN048,2026-03-02 07:56:14 UTC,95.5,F,41.2,MM,35
SEN038,,74.7,f,NA,,45
SEN007,2026-01-12 11:43:21 UTC,36.6,�C,43.1,millimeters,73
SEN031,2026-05-21 11:52:01 UTC,62.6,F,-40.3,mm,
SEN043,2026-07-21 09:20:22,24.0�C,,-2,mm,50
SEN045,2026-08-22 23:56:53 IST,32.3,c,0.49,inch,78
SEN046,2026-01-12 18:40:44 IST,100.9,F,29.8,millimeters,53
SEN024,2026-06-17T07:34:36,36.5�C,,0.44,inch,45
SEN012,2026-08-14 10:01:54 UTC,37.5,C,8.7,millimeters,66
SEN001,2026-05-05 11:24:36 UTC,37.9,�C,1.44,in,76
SEN006,2026-07-15 07:31:26 UTC,27.1,�C,NA,,81
SEN010,2026-05-21 08:06:13 UTC,27.7�C,,NA,,80
SEN033,2026-01-21 23:41:47 UTC,35.4,C,5.7,MM,70
SEN018,2026-05-25 09:46:39 IST,21.8,c,0.2,in,91
SEN016,2026-06-15 10:03:10 IST,103.8,f,15.4,mm,
SEN033,2026-07-08 15:56:20 UTC,26.6,�C,11.7,mm,45
SEN015,2026-08-30 08:59:39 IST,91.4,f,19.9,mm,74
SEN019,2026-03-10 21:05:48 UTC,17.8�C,,2.2,millimeters,63
SEN005,2026-04-23 05:31:06,30.7,c,-2.5,mm,64
SEN006,2026-03-09 16:36:31 IST,27.5,�C,31.9,mm,65
UNKNOWN,2026-01-10 11:59:12 UTC,82.4,�F,42.4,millimeters,92
SEN005,2026-02-01 21:21:06,25.1,C,38.9,mm,83
SEN013,2026-06-01 15:07:22,63.7,f,-23.5,mm,53
SEN026,2026-05-11 07:45:24 IST,61.7,f,43.7,millimeters,51
SEN013,2026-05-31 20:40:28 UTC,82.9,f,0.64,inch,87
