date,Mandi_ID,Crop,Min_Price,Max_Price,Modal_Price,MSP,Mandi_Name,District,State,Mandi_Type,Total_Area_Acres,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity,Sensor_Count,Price_Crash,Total_Arrivals_Qtl,Farmer_Count,Arrival_Records,Price_Risk_Score,Supply_Pressure_Score,Transport_Risk_Score,Priority_Score
2026-06-13,MANDI052,Rice,1962.49,2095.25,2029.0,2183.0,Kakinada APMC,Saharanpur,Uttar Pradesh,APMC,48.0,26.8854,1332.15,60.61702127659574,32.0,True,,,,81.36752136752136,74.64605814080998,72.73469387755104,77.62451690151389
2026-06-13,MANDI056,Cotton,6947.02,7850.0,7399.0,6620.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,26.8854,1332.15,60.61702127659574,32.0,False,,,,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-06-13,MANDI056,Mustard,5129.0,,5576.37,5650.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,26.8854,1332.15,60.61702127659574,32.0,True,,,,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-06-13,MANDI057,Wheat,2274.0,2519.92,2397.03,2275.0,Gorakhpur APMC,Bareilly,Unknown,DIRECT,7.0,26.8854,1332.15,60.61702127659574,32.0,False,,,,63.678929765886295,64.32344133301102,73.11616954474097,65.75973119179464
2026-06-14,MANDI001,Mustard,5859.0,6800.0,6330.0,5650.0,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-06-14,MANDI004,Sugarcane,3210.8,3382.0,3296.42,3500.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-06-14,MANDI006,Mustard,5089.49,5620.24,5355.0,5650.0,Kochi Mandi,Amritsar,Punjab,DIRECT,34.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,87.31677771047849,69.5556694182631,81.68067226890757,80.86122413449968
2026-06-14,MANDI006,Wheat,,2509.66,2264.0,2275.0,Kochi Mandi,Amritsar,Punjab,DIRECT,34.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,87.31677771047849,69.5556694182631,81.68067226890757,80.86122413449968
2026-06-14,MANDI007,Rice,1970.8,2447.0,2209.0,,Nashik Mandi,Amritsar,Punjab,PRIVATE,45.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,81.68598524762908,72.96838250227479,82.6530612244898,79.26411961939495
2026-06-14,MANDI009,Cotton,5850.95,7086.03,6468.49,6620.0,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-14,MANDI009,Maize,2127.44,2374.13,2250.79,2090.0,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-14,MANDI009,Sugarcane,2975.83,3613.52,3294.67,,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-14,MANDI009,Wheat,1935.19,2316.34,2126.0,2275.0,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,550.59,142.0,2.0,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-14,MANDI010,Rice,1891.57,2044.0,1967.56,2183.0,Dhule APMC,Jalandhar,Punjab,DIRECT,48.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,75.21367521367522,81.62453975241417,80.77458256029685,78.24911604462123
2026-06-14,MANDI011,Rice,1862.0,2156.23,2009.13,2183.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-06-14,MANDI011,Wheat,2199.62,2632.01,2415.82,2275.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-06-14,MANDI014,Maize,2043.0,2237.8,2140.48,2090.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,323.86,44.0,1.0,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-06-14,MANDI015,Rice,2021.4,2439.0,2230.0,2183.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-06-14,MANDI015,Wheat,2119.67,2368.0,2243.65,2275.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-06-14,MANDI016,Cotton,6672.0,7974.88,7324.0,6620.0,Kulti APMC,Bathinda,Punjab,APMC,42.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,69.74358974358972,72.36648473050971,77.24382946896037,72.03050618473985
2026-06-14,MANDI016,Maize,2028.12,2477.82,2252.97,2090.0,Kulti APMC,Bathinda,Punjab,APMC,42.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,69.74358974358972,72.36648473050971,77.24382946896037,72.03050618473985
2026-06-14,MANDI018,Sugarcane,3090.29,3724.58,3407.44,3500.0,Jaunpur Mandi,Moga,Punjab,APMC,9.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,88.76456876456875,80.01267530969436,66.29464285714286,81.64501554662125
2026-06-14,MANDI018,Wheat,,2249.0,2107.0,2275.0,Jaunpur Mandi,Moga,Punjab,APMC,9.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,88.76456876456875,80.01267530969436,66.29464285714286,81.64501554662125
2026-06-14,MANDI020,Mustard,5448.51,6774.0,6111.06,5650.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,270.33,119.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-06-14,MANDI023,Sugarcane,3572.0,4089.0,3830.5,3500.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-14,MANDI024,Wheat,2317.0,2609.75,2463.17,2275.0,Jaipur Mandi,Karnal,Haryana,APMC,24.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,76.5097588978186,78.16563192538968,78.00963081861958,77.30649519025012
2026-06-14,MANDI025,Sugarcane,3004.68,3279.9,3142.0,3500.0,Dindigul APMC,Karnal,Haryana,APMC,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,83.13805399898115,86.693508964632,92.92207792207793,86.16149527329577
2026-06-14,MANDI026,Wheat,2083.57,2310.0,2197.03,2275.0,Tadipatri Mandi,Hisar,Haryana,PRIVATE,35.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,83.4095634095634,77.41321977318262,62.73666092943202,77.47607982262289
2026-06-14,MANDI030,Sugarcane,3360.0,3780.81,3570.16,3500.0,Patiala APMC,Sirsa,Unknown,APMC,19.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,80.4733727810651,74.60102828562987,61.85983827493262,74.98896253120803
2026-06-14,MANDI030,Wheat,1972.71,2372.34,2172.53,2275.0,Patiala APMC,Sirsa,Unknown,APMC,19.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,80.4733727810651,74.60102828562987,61.85983827493262,74.98896253120803
2026-06-14,MANDI034,Wheat,2200.0,,2286.16,2275.0,Ludhiana Grain Market,Ambala,Haryana,APMC,11.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,80.34461538461538,77.25248517221951,83.41367221735321,80.03078768744419
2026-06-14,MANDI039,Cotton,6467.52,,,6620.0,Anand Grain Market,Unknown,Haryana,APMC,5.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,79.01022054868207,79.24579357616419,74.65437788018433,78.20972392322716
2026-06-14,MANDI039,Rice,1893.66,2329.0,2111.0,2183.0,Anand Grain Market,Unknown,Haryana,APMC,5.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,79.01022054868207,79.24579357616419,74.65437788018433,78.20972392322716
2026-06-14,MANDI046,Sugarcane,2985.22,3566.0,3275.72,3500.0,Baranagar Market,Unknown,Uttar Pradesh,PRIVATE,13.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,100.0,69.39270206042458,73.86018237082067,85.5898470922915
2026-06-14,MANDI051,Rice,1924.49,2270.0,2097.23,2183.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-06-14,MANDI051,Sugarcane,3606.82,3838.93,3722.87,3500.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-06-14,MANDI051,Wheat,2341.0,2725.59,2533.0,2275.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,27.25732142857143,1325.57,63.19230769230769,34.0,False,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-06-14,MANDI055,Cotton,5957.0,7030.0,6493.76,6620.0,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC,12.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,90.5625717566016,69.82213056659805,77.3671096345515,81.70134697519052
2026-06-14,MANDI056,Mustard,4861.26,5157.17,5009.21,5650.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,27.25732142857143,1325.57,63.19230769230769,34.0,True,,,,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-06-15,MANDI002,Rice,2203.87,2559.98,2381.92,,Solapur Mandi,Ludhiana,Unknown,APMC,37.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,81.51848151848152,76.99654615874924,84.58646616541354,80.77549783994823
2026-06-15,MANDI008,Cotton,6917.49,8179.54,7548.51,6620.0,Bijapur Market,Amritsar,Punjab,APMC,23.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,85.34412955465586,68.61959526525743,79.2091836734694,79.09978009159904
2026-06-15,MANDI008,Mustard,5174.95,6141.0,5658.06,,Bijapur Market,Amritsar,Punjab,APMC,23.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,50.1357,105.0,2.0,85.34412955465586,68.61959526525743,79.2091836734694,79.09978009159904
2026-06-15,MANDI008,Wheat,1968.78,2259.38,2114.0,2275.0,Bijapur Market,Amritsar,Punjab,APMC,23.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,740.1,232.0,2.0,85.34412955465586,68.61959526525743,79.2091836734694,79.09978009159904
2026-06-15,MANDI009,Cotton,6674.0,7953.98,,,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-15,MANDI009,Mustard,5889.0,7214.98,6552.0,5650.0,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,204.42,125.0,1.0,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-15,MANDI009,Rice,2131.57,2362.23,2246.9,2183.0,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-15,MANDI010,Sugarcane,3645.46,3905.0,3775.23,3500.0,Dhule APMC,Jalandhar,Punjab,DIRECT,48.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,75.21367521367522,81.62453975241417,80.77458256029685,78.24911604462123
2026-06-15,MANDI012,Wheat,1998.09,2493.0,,2275.0,Gaya Grain Market,Patiala,Punjab,APMC,48.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,173.43,0.0,1.0,77.61786600496276,72.95716909036163,89.140365448505,78.52415681929088
2026-06-15,MANDI015,Wheat,2264.37,2687.0,2475.59,,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-06-15,MANDI016,Rice,,,2443.97,,Kulti APMC,Bathinda,Punjab,APMC,42.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,69.74358974358972,72.36648473050971,77.24382946896037,72.03050618473985
2026-06-15,MANDI018,Cotton,6746.79,8252.22,7499.51,6620.0,Jaunpur Mandi,Moga,Punjab,APMC,9.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,386.41,124.0,1.0,88.76456876456875,80.01267530969436,66.29464285714286,81.64501554662125
2026-06-15,MANDI018,Rice,2120.29,2641.59,2381.0,,Jaunpur Mandi,Moga,Punjab,APMC,9.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,233.32,81.0,1.0,88.76456876456875,80.01267530969436,66.29464285714286,81.64501554662125
2026-06-15,MANDI020,Cotton,5849.9,6839.77,6344.835,6620.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-06-15,MANDI021,Maize,1857.47,2092.94,1975.0,2090.0,Guna Mandi,Ferozepur,Punjab,APMC,21.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,78.86390532544378,88.06151053660564,62.10653753026635,78.27171332975685
2026-06-15,MANDI022,Sugarcane,3563.6,3893.0,3728.23,3500.0,Eluru APMC,Karnal,Haryana,APMC,45.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,84.009324009324,84.87910568926034,91.27196333078686,85.72278637759747
2026-06-15,MANDI023,Cotton,5664.0,6045.48,,,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,68.54,33.0,1.0,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-15,MANDI023,Mustard,5354.67,5692.79,,,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,101.05,123.0,1.0,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-15,MANDI026,Wheat,1976.28,2441.75,,,Tadipatri Mandi,Hisar,Haryana,PRIVATE,35.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,83.4095634095634,77.41321977318262,62.73666092943202,77.47607982262289
2026-06-15,MANDI027,Rice,2132.75,2624.11,2378.43,2183.0,Kochi APMC,Hisar,Haryana,APMC,39.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,94.30119176598049,80.89703600978807,79.4740973312402,87.31452615217471
2026-06-15,MANDI027,Wheat,2012.0,2344.0,2178.0,2275.0,Kochi APMC,Hisar,Haryana,APMC,39.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,447.84,120.0,1.0,94.30119176598049,80.89703600978807,79.4740973312402,87.31452615217471
2026-06-15,MANDI029,Wheat,2076.35,2343.88,2210.12,2275.0,Asansol Grain Market,Sirsa,Haryana,DIRECT,28.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,361.87,0.0,1.0,83.6923076923077,62.62819836467774,87.45847176079734,78.12630770771663
2026-06-15,MANDI030,Maize,2090.0,2369.0,2230.0,,Patiala APMC,Sirsa,Unknown,APMC,19.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,80.4733727810651,74.60102828562987,61.85983827493262,74.98896253120803
2026-06-15,MANDI031,Maize,1915.58,2122.25,2018.92,2090.0,Nangloi Jat Mandi,Sirsa,Haryana,APMC,22.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,306.2,38.0,1.0,75.2628666297731,78.53667262463813,76.89873417721519,76.57218193772103
2026-06-15,MANDI031,Sugarcane,3605.0,3791.15,3698.29,3500.0,Nangloi Jat Mandi,Sirsa,Haryana,APMC,22.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,111.79,123.0,1.0,75.2628666297731,78.53667262463813,76.89873417721519,76.57218193772103
2026-06-15,MANDI031,Wheat,2074.63,2444.0,2259.0,,Nangloi Jat Mandi,Sirsa,Haryana,APMC,22.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,75.2628666297731,78.53667262463813,76.89873417721519,76.57218193772103
2026-06-15,MANDI032,Wheat,1951.79,2333.06,2142.42,2275.0,Chapra Grain Market,Unknown,Haryana,PRIVATE,20.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,75.51185656448813,94.90438338438949,74.65437788018433,81.15811887359777
2026-06-15,MANDI033,Cotton,6410.0,7019.99,6715.11,6620.0,South Dumdum Grain Market,Ambala,Haryana,APMC,31.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,486.08,59.0,1.0,88.24699110413397,82.29438421305494,86.78571428571429,86.16895367312632
2026-06-15,MANDI033,Rice,2137.78,2532.0,2335.0,,South Dumdum Grain Market,Ambala,Haryana,APMC,31.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,206.3,51.0,1.0,88.24699110413397,82.29438421305494,86.78571428571429,86.16895367312632
2026-06-15,MANDI033,Sugarcane,3614.72,3968.0,3791.36,,South Dumdum Grain Market,Ambala,Haryana,APMC,31.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,100.74,20.0,1.0,88.24699110413397,82.29438421305494,86.78571428571429,86.16895367312632
2026-06-15,MANDI034,Sugarcane,3061.0,3660.0,,3500.0,Ludhiana Grain Market,Ambala,Haryana,APMC,11.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,80.34461538461538,77.25248517221951,83.41367221735321,80.03078768744419
2026-06-15,MANDI035,Maize,1870.82,2084.24,1978.0,2090.0,Guntakal Mandi,Ambala,Haryana,APMC,17.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,87.9375696767001,89.41117903868066,84.29517502365185,87.65117355468462
2026-06-15,MANDI035,Rice,1939.0,2291.0,2115.0,2183.0,Guntakal Mandi,Ambala,Haryana,APMC,17.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,87.9375696767001,89.41117903868066,84.29517502365185,87.65117355468462
2026-06-15,MANDI036,Wheat,2003.64,,2122.6,2275.0,Mysore Grain Market,Kurukshetra,Haryana,APMC,9.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,75.37505972288581,80.01283589980646,65.59385382059801,74.81015139550445
2026-06-15,MANDI040,Cotton,6044.0,6773.62,6408.64,,Jodhpur Market,Fatehabad,Haryana,DIRECT,40.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,79.85907222548444,75.65086038382984,65.97744360902256,75.82028294969568
2026-06-15,MANDI040,Sugarcane,3458.06,3709.4,3583.73,3500.0,Jodhpur Market,Fatehabad,Haryana,DIRECT,40.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,79.85907222548444,75.65086038382984,65.97744360902256,75.82028294969568
2026-06-15,MANDI041,Cotton,6059.0,7448.83,6754.02,6620.0,Gurgaon Grain Market,Fatehabad,Haryana,APMC,39.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,89.28956393924548,88.12206358446895,84.24254317111462,87.92990967918635
2026-06-15,MANDI042,Wheat,2213.0,2344.39,2278.72,,Erode Mandi,Fatehabad,Haryana,PRIVATE,38.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,87.9375696767001,71.72639651903968,62.36099230111207,77.95890225428437
2026-06-15,MANDI044,Wheat,2078.74,2457.09,2268.0,2275.0,Dehri Mandi,Agra,Uttar Pradesh,APMC,41.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,95.5542095699576,91.17910745259692,69.36953352769679,89.00474372629724
2026-06-15,MANDI048,Cotton,6414.53,7817.45,7115.99,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,DIRECT,27.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,77.85330948121646,80.58142215549816,77.25243506493507,78.55156840024469
2026-06-15,MANDI048,Maize,1955.62,2204.105,2100.165,2090.0,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,DIRECT,27.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,77.85330948121646,80.58142215549816,77.25243506493507,78.55156840024469
2026-06-15,MANDI048,Mustard,4838.0,5792.52,5315.46,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,DIRECT,27.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,77.85330948121646,80.58142215549816,77.25243506493507,78.55156840024469
2026-06-15,MANDI049,Wheat,2180.0,2428.0,2304.0,2275.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,PRIVATE,39.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,83.6923076923077,65.53228421744815,71.13583138173303,75.73300538773489
2026-06-15,MANDI051,Rice,1916.53,2076.48,1996.5,2183.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-06-15,MANDI054,Cotton,6582.59,8215.88,7399.23,,Nangloi Jat Grain Market,Saharanpur,Unknown,DIRECT,45.0,27.226206896551723,1425.41,61.698113207547166,37.0,False,,,,76.2197802197802,77.65398436673976,85.71428571428571,78.54894256276917
2026-06-15,MANDI056,Wheat,2128.71,2352.66,2241.0,2275.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,27.226206896551723,1425.41,61.698113207547166,37.0,True,472.88,18.0,1.0,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-06-16,MANDI001,Cotton,6843.76,8291.79,7567.78,,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.591627906976747,985.5,54.8974358974359,30.0,False,336.44,16.0,2.0,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-06-16,MANDI001,Rice,2262.24,2414.42,2338.0,2183.0,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.591627906976747,985.5,54.8974358974359,30.0,False,257.84000000000003,257.0,2.0,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-06-16,MANDI004,Rice,2147.18,2589.0,2367.89,2183.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-06-16,MANDI005,Sugarcane,,3637.03,3393.95,3500.0,Bhilwara Grain Market,Amritsar,Punjab,DIRECT,29.0,28.591627906976747,985.5,54.8974358974359,30.0,True,,,,83.99775407074677,82.66277263917692,73.57555739058628,81.51282030524371
2026-06-16,MANDI006,Cotton,6552.0,8050.0,7301.0,6620.0,Kochi Mandi,Amritsar,Punjab,DIRECT,34.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,87.31677771047849,69.5556694182631,81.68067226890757,80.86122413449968
2026-06-16,MANDI006,Sugarcane,3521.04,3975.0,3747.98,3500.0,Kochi Mandi,Amritsar,Punjab,DIRECT,34.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,87.31677771047849,69.5556694182631,81.68067226890757,80.86122413449968
2026-06-16,MANDI008,Rice,2175.75,2587.0,2381.0,2183.0,Bijapur Market,Amritsar,Punjab,APMC,23.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,85.34412955465586,68.61959526525743,79.2091836734694,79.09978009159904
2026-06-16,MANDI009,Mustard,5649.69,6464.81,6057.25,,Jamshedpur APMC,Jalandhar,Punjab,APMC,28.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,71.97538461538461,83.51712234062234,60.04043126684637,73.05091526324829
2026-06-16,MANDI011,Cotton,5783.0,6904.81,6344.0,6620.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,28.591627906976747,985.5,54.8974358974359,30.0,True,488.43,50.0,1.0,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-06-16,MANDI011,Wheat,2153.04,2668.74,2410.89,2275.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,28.591627906976747,985.5,54.8974358974359,30.0,False,256.82,146.0,1.0,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-06-16,MANDI012,Cotton,6184.46,7523.45,6854.0,6620.0,Gaya Grain Market,Patiala,Punjab,APMC,48.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,77.61786600496276,72.95716909036163,89.140365448505,78.52415681929088
2026-06-16,MANDI018,Cotton,6579.0,8190.82,7384.81,6620.0,Jaunpur Mandi,Moga,Punjab,APMC,9.0,28.591627906976747,985.5,54.8974358974359,30.0,False,90.31,5.0,1.0,88.76456876456875,80.01267530969436,66.29464285714286,81.64501554662125
2026-06-16,MANDI019,Maize,2104.4,2431.58,2268.0,2090.0,Karimnagar Grain Market,Moga,Punjab,PRIVATE,40.0,28.591627906976747,985.5,54.8974358974359,30.0,False,120.65,123.0,1.0,95.59681697612731,69.92591084704216,68.5590421139554,82.48799016496739
2026-06-16,MANDI020,Cotton,6539.25,7236.35,6887.83,,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,28.591627906976747,985.5,54.8974358974359,30.0,False,170.78,73.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-06-16,MANDI023,Maize,1853.29,2165.66,2009.47,2090.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,28.591627906976747,985.5,54.8974358974359,30.0,True,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-16,MANDI023,Mustard,4933.28,5948.61,5440.94,,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-16,MANDI023,Rice,1906.43,2335.0,2121.0,2183.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,28.591627906976747,985.5,54.8974358974359,30.0,True,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-06-16,MANDI024,Maize,1824.0,1948.87,1886.67,2090.0,Jaipur Mandi,Karnal,Haryana,APMC,24.0,28.591627906976747,985.5,54.8974358974359,30.0,True,237.37,51.0,1.0,76.5097588978186,78.16563192538968,78.00963081861958,77.30649519025012
2026-06-16,MANDI024,Sugarcane,3321.67,3809.31,3565.0,3500.0,Jaipur Mandi,Karnal,Haryana,APMC,24.0,28.591627906976747,985.5,54.8974358974359,30.0,False,,,,76.5097588978186,78.16563192538968,78.00963081861958,77.30649519025012
2026-06-16,MANDI026,Mustard,5133.0,6397.13,5765.16,5650.0,Tadipatri Mandi,Hisar,Haryana,PRIVATE,35.0,28.591627906976747,985.5,54.8974358974359,30.0,False,488.26,21.0,1.0,83.4095634095634,77.41321977318262,62.73666092943202,77.47607982262289
